Project Requested,scientific_name,Point of Contact for Submission,Email,Common Name,Survey Type,CHAPTER NAME,GENUS,SPECIES,FAMILY,ORDER,CLASS,DEPTH RANGE (CM),HABITAT TYPE,HABITAT DESCRIPTION,LIVES IN INTERTIDAL ZONE,LIVES IN SUBTIDAL ZONE,ADDITIONAL NOTES,RAND,Source,Notes
Light and Smith Manual,Smittina bella,Chris Meyer,MeyerC@si.edu,*Beautiful bryozoan,Inventory,Bryozoa,Smittina,bella,*Smittinidae,Cheilostomatida,Gymnolaemata,*0-1000,*Various substrates,"""Primary aperture with median lyrula, secondary aperture a raised peristome, suboral avicularium recumbent on base of lyrula or proximal to it""",*Yes,*Yes,"""Other avicularia present or absent; ovicell with large or small pores""",0.753390935,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Smittina rigida,Chris Meyer,MeyerC@si.edu,*Rigid smittina,Inventory,Bryozoa,Smittina,rigida,*Smittinidae,Cheilostomatida,Gymnolaemata,*0-1000,*Various substrates,"""Heavily calcified, rigid encrusting colonies""",*Yes,*Yes,"""Named for its rigid structure""",0.267095266,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Smittina spathulifera,Chris Meyer,MeyerC@si.edu,*Spatula-bearing smittina,Inventory,Bryozoa,Smittina,spathulifera,*Smittinidae,Cheilostomatida,Gymnolaemata,*0-1000,*Various substrates,"""Encrusting colonies with distinctive spatulate avicularia""",*Yes,*Yes,"""Named for its characteristic spatula-shaped avicularia""",0.628962769,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Smittoidea hyalina,Chris Meyer,MeyerC@si.edu,*Transparent smittoidea,Inventory,Bryozoa,Smittoidea,hyalina,*Smittinidae,Cheilostomatida,Gymnolaemata,*0-1000,*Various substrates,"""Encrusting colonies with transparent appearance""",*Yes,*Yes,"""Named for its hyaline (glass-like) appearance""",0.500986419,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Smittoidea pacifica,Chris Meyer,MeyerC@si.edu,*Pacific smittoidea,Inventory,Bryozoa,Smittoidea,pacifica,*Smittinidae,Cheilostomatida,Gymnolaemata,*0-1000,*Various substrates,"""Encrusting colonies common in Pacific waters""",*Yes,*Yes,"""Named for its Pacific distribution""",0.428129837,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Smittoidea prolifica,Chris Meyer,MeyerC@si.edu,*Prolific bryozoan,Inventory,Bryozoa,Smittoidea,prolifica,*Smittinidae,Cheilostomatida,Gymnolaemata,*0-1000,*Various substrates,"""Primary aperture with proximal sinus, lyrula, paired lateral condyles; secondary aperture forming raised peristome or not""",*Yes,*Yes,"""Median suboral avicularium within sinus on lyrula or proximal to base peristome""",0.094058266,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Smittoidea reticulata,Chris Meyer,MeyerC@si.edu,*Reticulated smittoidea,Inventory,Bryozoa,Smittoidea,reticulata,*Smittinidae,Cheilostomatida,Gymnolaemata,*0-1000,*Various substrates,"""Primary aperture with proximal sinus, lyrula, paired lateral condyles; secondary aperture forming raised peristome or not""",*Yes,*Yes,"""Median suboral avicularium within sinus on lyrula or proximal to base peristome""",0.120321989,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Stephanosella biaperta,Chris Meyer,MeyerC@si.edu,*Two-opening stephanosella,Inventory,Bryozoa,Stephanosella,biaperta,*Lanceoporidae,Cheilostomatida,Gymnolaemata,*0-1000,*Various substrates,"""Encrusting colonies with distinctive aperture structure""",*Yes,*Yes,"""Named for its distinctive dual-opening appearance""",0.708637102,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Stomachetosella condylata,Chris Meyer,MeyerC@si.edu,*Cheilostome Bryozoan,Inventory,Bryozoa,Stomachetosella,condylata,*Stomachetosellidae,*Cheilostomatida,*Gymnolaemata,0-12500,"Shell, rock","""Encrusting, rose-colored to purple patches; frontal wall raised, rugose, with marginal areolae plus a few frontal pores; aperture almost circular, with transverse walls meeting proximal to distal curve, proximal lip almost straight with U-shaped sinus, wide shelf-like condyles not present in S. sinuosa""",Yes,Yes,"""No spines, no avicularia; ovicells immersed, set off only by areolae, a single central pore, becoming occluded; on shell, rock; Alaska to Channel Islands""",0.968929958,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Stomachetosella cruenta,Chris Meyer,MeyerC@si.edu,*Bloody bryozoan,Inventory,Bryozoa,Stomachetosella,cruenta,*Stomachetosellidae,Cheilostomatida,Gymnolaemata,*0-1000,*Various substrates,"""Frontal wall imperforate except a few central pores, larger areolae; aperture with curved sinus""",*Yes,*Yes,"""Ovicell immersed, with single median pore""",0.891590556,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Stomachetosella sinuosa,Chris Meyer,MeyerC@si.edu,*Sinuous stomachetosella,Inventory,Bryozoa,Stomachetosella,sinuosa,*Stomachetosellidae,Cheilostomatida,Gymnolaemata,*0-1000,*Various substrates,"""Encrusting colonies with sinuous growth pattern""",*Yes,*Yes,"""Named for its winding, sinuous appearance""",0.085598067,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Stomatopora cf. granulata,Chris Meyer,MeyerC@si.edu,*Granulated stomatopora,Inventory,Bryozoa,Stomatopora,cf. granulata,*Stomatoporidae,Cyclostomatida,Stenolaemata,0-10000,*Various substrates,"""Colony encrusting; zooids smaller than European species, uniserial except at branches and where gonozooid grows around multiple tubules""",*Yes,Yes,"""Autozooids curving upward to round apertures, walls finely perforate; gonozooid walls with larger pores, ooeciostome shorter""",0.738791318,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Synnotum aegyptiacum,Chris Meyer,MeyerC@si.edu,*Egyptian synnotum,Inventory,Bryozoa,Synnotum,aegyptiacum,*Epistomiidae,Cheilostomatida,Gymnolaemata,*0-1000,*Various substrates,"""Delicate, erect colonies with paired zooids""",*Yes,*Yes,"""Distinctive paired zooid arrangement""",0.248374988,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Tegella aquilirostris,Chris Meyer,MeyerC@si.edu,*Eagle-beaked tegella,Inventory,Bryozoa,Tegella,aquilirostris,*Calloporidae,Cheilostomatida,Gymnolaemata,*0-1000,*Various substrates,"""Encrusting colonies with eagle-beak shaped avicularia""",*Yes,*Yes,"""Named for its distinctive avicularia""",0.655298013,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Tegella arctica,Chris Meyer,MeyerC@si.edu,*Arctic tegella,Inventory,Bryozoa,Tegella,arctica,*Calloporidae,Cheilostomatida,Gymnolaemata,*0-1000,*Various substrates,"""Cryptocyst not rolled, spines between cryptocyst and gymnocyst around opesia or near aperture; large avicularium interzooecial between transverse walls moving onto ovicell""",*Yes,*Yes,"""Smaller interzooecial avicularia between lateral walls in some species; ovicell imperforate, but slit between ectooecium, entooecium""",0.923490006,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Tegella armifera,Chris Meyer,MeyerC@si.edu,*Cheilostome Bryozoan,Inventory,Bryozoa,Tegella,armifera,*Calloporidae,*Cheilostomatida,*Gymnolaemata,0-10000,*Hard substrates,"""Colony encrusting, oval zooids with grooves between; lpair tiny spines flanking aperture, one large spine or one proximally directed small avicularium on each side of opesia""",Yes,Yes,"""Ovicell with lucidum slit between ectooecium, entooecium, one pair of sunken pores at ends of slit; large interzooecial avicularium overgrowing ovicell from between transverse walls; Arctic seas, North Atlantic, Alaska, Oregon, California; intertidal in northern waters to >100 m in southern California if all are the same species""",0.865506297,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Tegella cassidata,Chris Meyer,MeyerC@si.edu,*Cheilostome Bryozoan,Inventory,Bryozoa,Tegella,cassidata,*Calloporidae,*Cheilostomatida,*Gymnolaemata,0-0,"Rock, shell","""Zooids ovate, cryptocyst with rolled granular rim; one pair of bulbous acute avicularia flanking aperture raised on conical chambers on gymnocyst; one large spine interior of, proximal to, base of avicularium""",Yes,Yes,"""Ovicell with wider lucidum, strong ectooecial rim, no lateral pores; small or large raised, transverse interzooecial avicularium, curved distolaterally; encrusting rock, shell; British Columbia, to ? southern California; distribution, depths uncertain due to confusion with other species""",0.427151071,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Tegella circumclathrata,Chris Meyer,MeyerC@si.edu,*Cheilostome Bryozoan,Inventory,Bryozoa,Tegella,circumclathrata,*Calloporidae,*Cheilostomatida,*Gymnolaemata,0-10000,"Rock, shell","""Genus Tegella now limited to species with large interzooecial avicularium between transverse walls, avicularium may migrate to top of ovicell; zooids ovate, loosely connected by tubules; opesia large with crenulate rim, large marginal pores, pair of spines flanking aperture, three to four pairs curving over frontal membrane""",Yes,Yes,"""Avicularium with long acute mandible directed proximally in absence of ovicell, directed distolaterally atop ovicell if present; ovicell with gap (lucidum) between ectooecium, entooecium, ovicell not closed by operculum; encrusting rock, shell; ? British Columbia to ? Baja California""",0.759219618,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Tegella horrida,Chris Meyer,MeyerC@si.edu,*Cheilostome Bryozoan,Inventory,Bryozoa,Tegella,horrida,*Calloporidae,*Cheilostomatida,*Gymnolaemata,0-6000,*Hard substrates,"""Colonies encrusting; differs from T. circumclathrata in having contiguous zooids without loose, large, tubular connections; with two to three pairs distal spines, two to three pairs lateral spines""",Yes,Yes,"""British Columbia, California, ? Galapagos Islands; shallower water in north, to >60 m in Galapagos Islands""",0.652029785,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Tegella laruensis,Chris Meyer,MeyerC@si.edu,*Cheilostome Bryozoan,Inventory,Bryozoa,Tegella,laruensis,*Calloporidae,*Cheilostomatida,*Gymnolaemata,0-0,Arenaceous worm tubes,"""Zooids with ovate opesia, narrower at operculum; one large and one small spine on one side of aperture, one on other; a raised acute avicularium on lateral gymnocyst at mid-opesia, a larger acute interzooecial avicularium between transverse walls raised on pedicel, directed proximally on zooids without ovicell""",No,Yes,"""Ovicell raised, ectooecium and entooecium separated by rimmed slitlike lucidum, interzooecial avicularium lying atop ovicell directed distally; central, southern California, encrusting, especially arenaceous worm tubes, shallow to deep waters""",0.223067349,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Tegella robertsonae,Chris Meyer,MeyerC@si.edu,*Cheilostome Bryozoan,Inventory,Bryozoa,Tegella,robertsonae,*Calloporidae,*Cheilostomatida,*Gymnolaemata,0-4500,"Shell, sponge, larger algae, tunicates","""Species has one to three small spines extending over opesia, no avicularia on lateral wall gymnocyst; very large interzooecial avicularia, acute with raised tip, moving atop ovicells, directed distolaterally""",Yes,Yes,"""Ovicell with slit between ectooecium, entooecium; encrusting shell, sponge, larger algae, tunicates; Alaska, British Columbia, Dillon Beach, Monterey Bay, Channel Islands""",0.961403896,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Terebripora comma,Chris Meyer,MeyerC@si.edu,*Comma bryozoan,Inventory,Bryozoa,Terebripora,comma,*Terebriporidae,Ctenostomatida,Gymnolaemata,*0-500,Shells,"""Penetrating species form stolonate colonies by burrowing into shells""",*Yes,*Yes,"""Distinctive comma-shaped zooids""",0.019831281,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
Light and Smith Manual,Terminoflustra membranaceotruncata,Chris Meyer,MeyerC@si.edu,*Membrane-truncated terminoflustra,Inventory,Bryozoa,Terminoflustra,membranaceotruncata,*Flustridae,Cheilostomatida,Gymnolaemata,*0-1000,*Various substrates,"""Erect colonies with truncated, membranous fronds""",*Yes,*Yes,"""Named for its truncated, membranous appearance""",0.632770129,"Carlton, J. T. (Ed.). (2007). The Light and Smith Manual: Intertidal Invertebrates from Central California to Oregon (4th ed.). University of California Press.",
