Scientific.Name	row_ids	AphiaID	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	namePublishedInID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	modified	bibliographicCitation	references	license	rightsHolder	datasetName	institutionCode	datasetID.x	identifier	title	format	datasetID.y	subject	Accepted_AphiaID	parent_AphiaID	speciesNOsubgenus	parent_NCBI	accepted_NCBI
ODONTOSYLLIS FULGURANS	R05949	131327	urn:lsid:marinespecies.org:taxname:131327	urn:lsid:marinespecies.org:taxname:131327	urn:lsid:marinespecies.org:taxname:131327	urn:lsid:marinespecies.org:taxname:129660	NA	Odontosyllis fulgurans	Odontosyllis fulgurans	Odontosyllis	NA	NA	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Odontosyllis	NA	fulgurans	NA	Species	(Audouin & Milne Edwards, 1833)	ICZN	accepted	NA	2012-11-16	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Odontosyllis fulgurans (Audouin & Milne Edwards, 1833). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=131327	https://www.marinespecies.org/aphia.php?p=taxdetails&id=131327	NA	NA	NA	NA	NA	NCBI:txid418334	To GenBank (22 nucleotides; 17 proteins)	NA	ncbi	NA	131327	129660	Odontosyllis fulgurans	NCBI:txid199561	NCBI:txid418334
ODONTOSYLLIS GIBBA	R05950	131328	urn:lsid:marinespecies.org:taxname:131328	urn:lsid:marinespecies.org:taxname:131328	urn:lsid:marinespecies.org:taxname:131328	urn:lsid:marinespecies.org:taxname:129660	https://doi.org/10.5962/bhl.title.10030	Odontosyllis gibba	Odontosyllis gibba	Odontosyllis	Claparède,  A. R. É. (1863). Beobachtungen über Anatomie und Entwicklungsgeschichte wirbelloser Thiere: an der Küste von Normandie angestellt. <em>Verlag von Wilhelm Engelmann, Leipzig.</em> 1-120, 18 plates.	1863	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Odontosyllis	NA	gibba	NA	Species	Claparède, 1863	ICZN	accepted	NA	2008-03-26	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Odontosyllis gibba Claparède, 1863. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=131328	https://www.marinespecies.org/aphia.php?p=taxdetails&id=131328	NA	NA	NA	NA	NA	NCBI:txid199562	To GenBank (10 nucleotides; 6 proteins)	NA	ncbi	NA	131328	129660	Odontosyllis gibba	NCBI:txid199561	NCBI:txid199562
ODONTOSYLLIS PARVA	R16777	330086	urn:lsid:marinespecies.org:taxname:330086	urn:lsid:marinespecies.org:taxname:330086	urn:lsid:marinespecies.org:taxname:330086	urn:lsid:marinespecies.org:taxname:129660	NA	Odontosyllis parva	Odontosyllis parva	Odontosyllis	Berkeley, Edith. (1923). Polychaetous annelids from the Nanaimo district. Part 1. Syllidae to Sigalionidae. <em>Contributions to Canadian Biology, Ottawa.</em> 1: 203-218.	1923	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Odontosyllis	NA	parva	NA	Species	Berkeley, 1923	ICZN	accepted	NA	2008-03-26	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Odontosyllis parva Berkeley, 1923. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=330086	https://www.marinespecies.org/aphia.php?p=taxdetails&id=330086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	330086	129660	Odontosyllis parva	NCBI:txid199561	NA
ODONTOSYLLIS PENTALINEATA	R02179	590950	urn:lsid:marinespecies.org:taxname:590950	urn:lsid:marinespecies.org:taxname:590950	urn:lsid:marinespecies.org:taxname:590950	urn:lsid:marinespecies.org:taxname:129660	NA	Odontosyllis pentalineata	Odontosyllis pentalineata	Odontosyllis	Verdes, Aida; Pleijel, Fredrik; Aguado, M. Theresa. (2011). A new species of Odontosyllis Claparede, 1863 (Annelida, Syllidae) with re-descriptions of O. liniata Hartmann-Schröder, 1962 and O. gymnocephala Hartmann-Schröder, 1965. <em>Zootaxa.</em> 3095: 27-38.	2011	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Odontosyllis	NA	pentalineata	NA	Species	Verdes, Pleijel & Aguado, 2011	ICZN	accepted	NA	2011-12-17	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Odontosyllis pentalineata Verdes, Pleijel & Aguado, 2011. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=590950	https://www.marinespecies.org/aphia.php?p=taxdetails&id=590950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	590950	129660	Odontosyllis pentalineata	NCBI:txid199561	NA
ODONTOSYLLIS PHOSPHOREA	R02180;R12936;R16778	330087	urn:lsid:marinespecies.org:taxname:330087	urn:lsid:marinespecies.org:taxname:330087	urn:lsid:marinespecies.org:taxname:330087	urn:lsid:marinespecies.org:taxname:129660	NA	Odontosyllis phosphorea	Odontosyllis phosphorea	Odontosyllis	Moore, J. Percy. (1909). The polychaetous annelids dredged by the U.S.S. "Albatross" off the coast of southern California in 1904. I. Syllidae, Sphaerodoridae, Hesionidae and Phyllodocidae. <em>Proceedings of the Academy of Natural Sciences of Philadelphia.</em> 61: 321-351, plates XV-XVI.	1909	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Odontosyllis	NA	phosphorea	NA	Species	Moore, 1909	ICZN	accepted	NA	2008-03-26	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Odontosyllis phosphorea Moore, 1909. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=330087	https://www.marinespecies.org/aphia.php?p=taxdetails&id=330087	NA	NA	NA	NA	NA	NCBI:txid868039	To GenBank (10 nucleotides; 5 proteins)	NA	ncbi	NA	330087	129660	Odontosyllis phosphorea	NCBI:txid199561	NCBI:txid868039
ODOSTOMELLA DOLIOLUM	R04092	140974	urn:lsid:marinespecies.org:taxname:140974	urn:lsid:marinespecies.org:taxname:140974	urn:lsid:marinespecies.org:taxname:140974	urn:lsid:marinespecies.org:taxname:138412	NA	Odostomella doliolum	Odostomella doliolum	Odostomella	NA	NA	Animalia	Mollusca	Gastropoda	NA	Pyramidellidae	Odostomella	NA	doliolum	NA	Species	(R. A. Philippi, 1844)	ICZN	accepted	NA	2023-02-28	MolluscaBase eds. (2024). MolluscaBase. Odostomella doliolum (R. A. Philippi, 1844). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=140974	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	140974	138412	Odostomella doliolum	NA	NA
ODOSTOMIA	R02181;R14792	138413	urn:lsid:marinespecies.org:taxname:138413	urn:lsid:marinespecies.org:taxname:138413	urn:lsid:marinespecies.org:taxname:138413	urn:lsid:marinespecies.org:taxname:162	NA	Odostomia	Odostomia	Pyramidellidae	Fleming, J. (1813). Conchology. <em>Brewster's Edinburgh Encyclopedia.</em> 7, 55-107.	1813	Animalia	Mollusca	Gastropoda	NA	Pyramidellidae	Odostomia	NA	NA	NA	Genus	J. Fleming, 1813	ICZN	accepted	NA	2019-07-13	MolluscaBase eds. (2024). MolluscaBase. Odostomia J. Fleming, 1813. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=138413	https://www.marinespecies.org/aphia.php?p=taxdetails&id=138413	NA	NA	NA	NA	NA	NCBI:txid177493	To Genbank	NA	ncbi	NA	138413	162	NA	NCBI:txid160015	NCBI:txid177493
ODOSTOMIA ACUTA	R05951	140976	urn:lsid:marinespecies.org:taxname:140976	urn:lsid:marinespecies.org:taxname:140976	urn:lsid:marinespecies.org:taxname:140976	urn:lsid:marinespecies.org:taxname:138413	NA	Odostomia acuta	Odostomia acuta	Odostomia	Jeffreys, J. G. (1848). On the recent species of <i>Odostomia</i>, a genus of gasteropodous mollusks inhabiting the seas of Great Britain and Ireland. <em>Annals and Magazine of Natural History.</em> (2)2: 330-351.	1848	Animalia	Mollusca	Gastropoda	NA	Pyramidellidae	Odostomia	NA	acuta	NA	Species	Jeffreys, 1848	ICZN	accepted	NA	2022-02-01	MolluscaBase eds. (2024). MolluscaBase. Odostomia acuta Jeffreys, 1848. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=140976	https://www.marinespecies.org/aphia.php?p=taxdetails&id=140976	NA	NA	NA	NA	NA	NCBI:txid177494	To GenBank (1 nucleotides; 0 proteins)	NA	ncbi	NA	140976	138413	Odostomia acuta	NCBI:txid177493	NCBI:txid177494
ODOSTOMIA AMIANTA	R12937	575818	urn:lsid:marinespecies.org:taxname:575818	urn:lsid:marinespecies.org:taxname:575818	urn:lsid:marinespecies.org:taxname:575818	urn:lsid:marinespecies.org:taxname:138413	NA	Odostomia amianta	Odostomia amianta	Odostomia	NA	NA	Animalia	Mollusca	Gastropoda	NA	Pyramidellidae	Odostomia	NA	amianta	NA	Species	Dall & Bartsch, 1907	ICZN	accepted	NA	2022-07-09	MolluscaBase eds. (2024). MolluscaBase. Odostomia amianta Dall & Bartsch, 1907. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=575818	https://www.marinespecies.org/aphia.php?p=taxdetails&id=575818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	575818	138413	Odostomia amianta	NCBI:txid177493	NA
ODOSTOMIA ASTRICTA	R03118	581101	urn:lsid:marinespecies.org:taxname:581101	urn:lsid:marinespecies.org:taxname:581101	urn:lsid:marinespecies.org:taxname:581101	urn:lsid:marinespecies.org:taxname:138413	NA	Odostomia astricta	Odostomia astricta	Odostomia	NA	NA	Animalia	Mollusca	Gastropoda	NA	Pyramidellidae	Odostomia	NA	astricta	NA	Species	Dall & Bartsch, 1907	ICZN	accepted	NA	2024-06-27	MolluscaBase eds. (2024). MolluscaBase. Odostomia astricta Dall & Bartsch, 1907. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=581101	https://www.marinespecies.org/aphia.php?p=taxdetails&id=581101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	581101	138413	Odostomia astricta	NCBI:txid177493	NA
ODOSTOMIA LAEVIGATA	R05953	420457	urn:lsid:marinespecies.org:taxname:420457	urn:lsid:marinespecies.org:taxname:420457	urn:lsid:marinespecies.org:taxname:420457	urn:lsid:marinespecies.org:taxname:138413	NA	Odostomia laevigata	Odostomia laevigata	Odostomia	NA	NA	Animalia	Mollusca	Gastropoda	NA	Pyramidellidae	Odostomia	NA	laevigata	NA	Species	(A. d'Orbigny, 1841)	ICZN	accepted	NA	2022-10-04	MolluscaBase eds. (2024). MolluscaBase. Odostomia laevigata (A. d'Orbigny, 1841). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=420457	https://www.marinespecies.org/aphia.php?p=taxdetails&id=420457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	420457	138413	Odostomia laevigata	NCBI:txid177493	NA
ODOSTOMIA PLICATA	R05954	141010	urn:lsid:marinespecies.org:taxname:141010	urn:lsid:marinespecies.org:taxname:141010	urn:lsid:marinespecies.org:taxname:141010	urn:lsid:marinespecies.org:taxname:138413	NA	Odostomia plicata	Odostomia plicata	Odostomia	NA	NA	Animalia	Mollusca	Gastropoda	NA	Pyramidellidae	Odostomia	NA	plicata	NA	Species	(Montagu, 1803)	ICZN	accepted	NA	2022-02-01	MolluscaBase eds. (2024). MolluscaBase. Odostomia plicata (Montagu, 1803). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=141010	https://www.marinespecies.org/aphia.php?p=taxdetails&id=141010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	141010	138413	Odostomia plicata	NCBI:txid177493	NA
ODOSTOMIA RITTERI	R12938	581247	urn:lsid:marinespecies.org:taxname:581247	urn:lsid:marinespecies.org:taxname:581247	urn:lsid:marinespecies.org:taxname:581247	urn:lsid:marinespecies.org:taxname:138413	NA	Odostomia ritteri	Odostomia ritteri	Odostomia	NA	NA	Animalia	Mollusca	Gastropoda	NA	Pyramidellidae	Odostomia	NA	ritteri	NA	Species	Dall & Bartsch, 1909	ICZN	accepted	NA	2024-06-09	MolluscaBase eds. (2024). MolluscaBase. Odostomia ritteri Dall & Bartsch, 1909. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=581247	https://www.marinespecies.org/aphia.php?p=taxdetails&id=581247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	581247	138413	Odostomia ritteri	NCBI:txid177493	NA
ODOSTOMIA TURRICULA	R12939	581265	urn:lsid:marinespecies.org:taxname:581265	urn:lsid:marinespecies.org:taxname:581265	urn:lsid:marinespecies.org:taxname:1674344	urn:lsid:marinespecies.org:taxname:1674346	NA	Odostomia (Ivara) turricula	Ivara terricula	Odostomia (Ivara)	NA	NA	Animalia	Mollusca	Gastropoda	NA	Pyramidellidae	Odostomia	Odostomia (Ivara)	turricula	NA	Species	Arnold, 1903	ICZN	unaccepted	NA	2023-08-25	MolluscaBase eds. (2024). MolluscaBase. Odostomia (Ivara) turricula Arnold, 1903. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=581265	https://www.marinespecies.org/aphia.php?p=taxdetails&id=581265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1674344	1674346	Odostomia turricula	NA	NA
ODOSTOMIA TURRITA	R05956	141022	urn:lsid:marinespecies.org:taxname:141022	urn:lsid:marinespecies.org:taxname:141022	urn:lsid:marinespecies.org:taxname:141022	urn:lsid:marinespecies.org:taxname:138413	NA	Odostomia turrita	Odostomia turrita	Odostomia	Hanley, S. (1844). A description of new species of Recent shells, chiefly from the collection of W. Metcalfe, Esq. <em>Proceedings of the Zoological Society of London.</em> 12: 17-18.	1844	Animalia	Mollusca	Gastropoda	NA	Pyramidellidae	Odostomia	NA	turrita	NA	Species	Hanley, 1844	ICZN	accepted	NA	2022-02-01	MolluscaBase eds. (2024). MolluscaBase. Odostomia turrita Hanley, 1844. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=141022	https://www.marinespecies.org/aphia.php?p=taxdetails&id=141022	NA	NA	NA	NA	NA	NCBI:txid177501	To GenBank (1 nucleotides; 0 proteins)	NA	ncbi	NA	141022	138413	Odostomia turrita	NCBI:txid177493	NCBI:txid177501
ODOSTOMIA UNIDENTATA	R05957	141025	urn:lsid:marinespecies.org:taxname:141025	urn:lsid:marinespecies.org:taxname:141025	urn:lsid:marinespecies.org:taxname:141025	urn:lsid:marinespecies.org:taxname:138413	NA	Odostomia unidentata	Odostomia unidentata	Odostomia	NA	NA	Animalia	Mollusca	Gastropoda	NA	Pyramidellidae	Odostomia	NA	unidentata	NA	Species	(Montagu, 1803)	ICZN	accepted	NA	2022-02-01	MolluscaBase eds. (2024). MolluscaBase. Odostomia unidentata (Montagu, 1803). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=141025	https://www.marinespecies.org/aphia.php?p=taxdetails&id=141025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	141025	138413	Odostomia unidentata	NCBI:txid177493	NA
OEDICEROPSIS ELSULA	R02182	547131	urn:lsid:marinespecies.org:taxname:547131	urn:lsid:marinespecies.org:taxname:547131	urn:lsid:marinespecies.org:taxname:547131	urn:lsid:marinespecies.org:taxname:101698	NA	Oediceropsis elsula	Oediceropsis elsula	Oediceropsis	Barnard, J.L. (1966). Submarine canyons of southern California. Part V. Systematics: Amphipoda. <em>Allan Hancock Pacific Expeditions.</em> 27, 5, 1-166, 46 figs.	1966	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae	Oediceropsis	NA	elsula	NA	Species	J.L. Barnard, 1966	ICZN	accepted	NA	2010-11-19	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Oediceropsis elsula J.L. Barnard, 1966. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=547131	https://www.marinespecies.org/aphia.php?p=taxdetails&id=547131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	547131	101698	Oediceropsis elsula	NCBI:txid2094474	NA
OEDICEROTIDAE	R02183	101400	urn:lsid:marinespecies.org:taxname:101400	urn:lsid:marinespecies.org:taxname:101400	urn:lsid:marinespecies.org:taxname:101400	urn:lsid:marinespecies.org:taxname:1055683	https://doi.org/10.5962/bhl.title.6806	Oedicerotidae	Oedicerotidae	Oedicerotoidea	Lilljeborg, W. (1865). On the <i>Lysianassa magellanica</i> H. Milne Edwards, and on the Crustacea of the suborder Amphipoda and subfamily Lysianassina found an [sic] the coast of Sweden and Norway. <em>Nova Acta Regiae Societatis Scientarum Upsaliensis.</em> 6(1): 1-38, pls. 1-5.	1865	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae	NA	NA	NA	NA	Family	Lilljeborg, 1865	ICZN	accepted	NA	2018-01-23	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Oedicerotidae Lilljeborg, 1865. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101400	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101400	NA	NA	NA	NA	NA	NCBI:txid181113	To Genbank	NA	ncbi	NA	101400	1055683	NA	NCBI:txid2692364	NCBI:txid181113
OEDIGNATHUS INERMIS	R11151;R16142	590112	urn:lsid:marinespecies.org:taxname:590112	urn:lsid:marinespecies.org:taxname:590112	urn:lsid:marinespecies.org:taxname:590112	urn:lsid:marinespecies.org:taxname:590111	NA	Oedignathus inermis	Oedignathus inermis	Oedignathus	NA	NA	Animalia	Arthropoda	Malacostraca	Decapoda	Lithodidae	Oedignathus	NA	inermis	NA	Species	(Stimpson, 1860)	ICZN	accepted	NA	2020-09-11	DecaNet eds. (2024). DecaNet. Oedignathus inermis (Stimpson, 1860). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=590112	https://www.marinespecies.org/aphia.php?p=taxdetails&id=590112	NA	NA	NA	NA	NA	NCBI:txid6743	To GenBank (8 nucleotides; 4 proteins)	NA	ncbi	NA	590112	590111	Oedignathus inermis	NCBI:txid6742	NCBI:txid6743
OENONE FULGIDA	R05958	130451	urn:lsid:marinespecies.org:taxname:130451	urn:lsid:marinespecies.org:taxname:130451	urn:lsid:marinespecies.org:taxname:130451	urn:lsid:marinespecies.org:taxname:129396	NA	Oenone fulgida	Oenone fulgida	Oenone	NA	NA	Animalia	Annelida	Polychaeta	Eunicida	Oenonidae	Oenone	NA	fulgida	NA	Species	(Lamarck, 1818)	ICZN	accepted	NA	2019-10-21	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Oenone fulgida (Lamarck, 1818). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=130451	https://www.marinespecies.org/aphia.php?p=taxdetails&id=130451	NA	NA	NA	NA	NA	NCBI:txid318792	To GenBank (18 nucleotides; 12 proteins)	NA	ncbi	NA	130451	129396	Oenone fulgida	NCBI:txid318791	NCBI:txid318792
OENONIDAE	R00874	22610	urn:lsid:marinespecies.org:taxname:22610	urn:lsid:marinespecies.org:taxname:22610	urn:lsid:marinespecies.org:taxname:22610	urn:lsid:marinespecies.org:taxname:895	NA	Oenonidae	Oenonidae	Eunicida	Kinberg, J.G.H. (1865). Annulata nova. <em>Öfversigt af Königlich Vetenskapsakademiens förhandlingar, Stockholm.</em> 21(10): 559-574.	1865	Animalia	Annelida	Polychaeta	Eunicida	Oenonidae	NA	NA	NA	NA	Family	Kinberg, 1865	ICZN	accepted	NA	2010-03-03	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Oenonidae Kinberg, 1865. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=22610	https://www.marinespecies.org/aphia.php?p=taxdetails&id=22610	NA	NA	NA	NA	NA	NCBI:txid65492	To Genbank	NA	ncbi	NA	22610	895	NA	NCBI:txid65495	NCBI:txid65492
OENOPOTA	R02184	137826	urn:lsid:marinespecies.org:taxname:137826	urn:lsid:marinespecies.org:taxname:137826	urn:lsid:marinespecies.org:taxname:137826	urn:lsid:marinespecies.org:taxname:153853	NA	Oenopota	Oenopota	Mangeliidae	Mörch, O. A. L. (1852-1853). <i>Catalogus conchyliorum quae reliquit D. Alphonso d'Aguirra & Gadea Comes de Yoldi, Regis Daniae Cubiculariorum Princeps, Ordinis Dannebrogici in Prima Classe & Ordinis Caroli Tertii Eques.  Fasc. 1, Cephalophora</i>, 170 pp. [1852]; <i>Fasc. 2, Acephala, Annulata, Cirripedia, Echinodermata</i>, 74 [+2] pp. [1853]. Hafniae [Copenhagen]: L. Klein. 	1852-1853	Animalia	Mollusca	Gastropoda	Neogastropoda	Mangeliidae	Oenopota	NA	NA	NA	Genus	Mörch, 1852	ICZN	accepted	NA	2011-07-30	MolluscaBase eds. (2024). MolluscaBase. Oenopota Mörch, 1852. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137826	https://www.marinespecies.org/aphia.php?p=taxdetails&id=137826	NA	NA	NA	NA	NA	NCBI:txid554630	To Genbank	NA	ncbi	NA	137826	153853	NA	NCBI:txid1340153	NCBI:txid554630
OERSTEDIA	R05960	122423	urn:lsid:marinespecies.org:taxname:122423	urn:lsid:marinespecies.org:taxname:122423	urn:lsid:marinespecies.org:taxname:122423	urn:lsid:marinespecies.org:taxname:162289	NA	Oerstedia	Oerstedia	Oerstediidae	Quatrefages, A. (1846). Étude sur les types inférieurs de l'embranchement des annelés. <em>Annales des Sciences Naturelles, Zoologie,.</em> 3(6): 173-303.	1846	Animalia	Nemertea	Hoplonemertea	Monostilifera	Oerstediidae	Oerstedia	NA	NA	NA	Genus	Quatrefages, 1846	ICZN	accepted	NA	2024-06-20	Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2024). World Nemertea Database. Oerstedia Quatrefages, 1846. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=122423	https://www.marinespecies.org/aphia.php?p=taxdetails&id=122423	NA	NA	NA	NA	NA	NCBI:txid187724	To Genbank	NA	ncbi	NA	122423	162289	NA	NCBI:txid187598	NCBI:txid187724
