Project Requested,scientific_name,Point of Contact for Submission,Email,Common Name,Survey Type,locality
GOM Species List,Neritina usnea,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Macrocypraea cervus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Macrocypraea cervus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Macrocypraea cervus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Macrocypraea cervus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Macrocypraea cervus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Macrocypraea cervus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Macrocypraea cervus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Macrocypraea cervus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Macrocypraea zebra,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Neritina punctulata,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Macrocypraea cervus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Macrocypraea cervus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Macrocypraea cervus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Macrocypraea cervus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Macrocypraea cervus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Macrocypraea cervus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Macrocypraea cervus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Macrocypraea cervus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Vogtia glabra,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Luria cinerea,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Sphaeronectes gracilis,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Lensia cossack,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Megalomphalus oxychone,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Megalomphalus oxychone,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Megalomphalus pilsbryi,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Megalomphalus pilsbryi,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Megalomphalus pilsbryi,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Megalomphalus pilsbryi,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Vanikoro striatus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Vanikoro striatus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Vanikoro striatus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Erosaria acicularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Macromphalina susoi,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Macromphalina susoi,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Megalomphalus margaritae,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Megalomphalus margaritae,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Megalomphalus margaritae,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Megalomphalus margaritae,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Megalomphalus margaritae,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Megalomphalus margaritae,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Megalomphalus oxychone,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Megalomphalus oxychone,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Macromphalina floridana,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Macromphalina floridana,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Macromphalina jibacoa,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Macromphalina palmalitoris,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Macromphalina palmalitoris,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Macromphalina palmalitoris,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Macromphalina palmalitoris,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Macromphalina pierrot,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Macromphalina pierrot,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Macromphalina floridana,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Macromphalina floridana,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Hipponix incurvus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Hipponix incurvus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Hipponix benthophila,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Hipponix benthophila,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Hipponix benthophila,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Hipponix benthophila,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Hipponix subrufus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Hipponix antiquatus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Hipponix antiquatus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Hipponix antiquatus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Hipponix antiquatus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Hipponix incurvus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Hipponix incurvus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Hipponix incurvus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Hipponix incurvus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Hipponix incurvus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Hipponix incurvus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Cheilea equestris,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Cheilea equestris,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Cheilea equestris,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Cheilea equestris,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Cheilea equestris,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Hipponix antiquatus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Hipponix antiquatus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Hipponix antiquatus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Hipponix antiquatus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Cheilea equestris,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Neritina punctulata,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Cheilea equestris,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Cheilea equestris,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Cheilea equestris,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Cheilea equestris,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Cheilea equestris,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Cheilea equestris,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Cheilea equestris,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
