Project.Request	Scientific.Name	Point.of.Contact.for.Submission	Email	Common.Name	Survey.Type
DisMap Gulf of Alaska 	OPHIODON ELONGATUS	Krista Nichols	krista.nichols@noaa.gov 	Lingcod	Encountered
DisMap Gulf of Alaska 	OPHIURA SARSII	Krista Nichols	krista.nichols@noaa.gov 	Notched brittle star	Encountered
DisMap Gulf of Alaska 	OREGONIA GRACILIS	Krista Nichols	krista.nichols@noaa.gov 	Graceful decorator crab	Encountered
DisMap Gulf of Alaska 	PAGURUS ALEUTICUS	Krista Nichols	krista.nichols@noaa.gov 	Aleutian hermit	Encountered
DisMap Gulf of Alaska 	PANDALUS DISPAR	Krista Nichols	krista.nichols@noaa.gov 	Sidestripe shrimp	Encountered
DisMap Gulf of Alaska 	PANDALUS EOUS	Krista Nichols	krista.nichols@noaa.gov 	Northern shrimp	Encountered
DisMap Gulf of Alaska 	PANDALUS JORDANI	Krista Nichols	krista.nichols@noaa.gov 	Ocean shrimp	Encountered
DisMap Gulf of Alaska 	PAROPHRYS VETULUS	Krista Nichols	krista.nichols@noaa.gov 	English sole	Encountered
DisMap Gulf of Alaska 	PASIPHAEA PACIFICA	Krista Nichols	krista.nichols@noaa.gov 	Pacific glass shrimp	Encountered
DisMap Gulf of Alaska 	PLATICHTHYS STELLATUS	Krista Nichols	krista.nichols@noaa.gov 	Starry flounder	Encountered
DisMap Gulf of Alaska 	PLEUROGRAMMUS MONOPTERYGIUS	Krista Nichols	krista.nichols@noaa.gov 	Atka mackerel	Encountered
DisMap Gulf of Alaska 	PSEUDARCHASTER PARELII	Krista Nichols	krista.nichols@noaa.gov 	Northern scarlet star	Encountered
DisMap Gulf of Alaska 	PYCNOPODIA HELIANTHOIDES	Krista Nichols	krista.nichols@noaa.gov 	Sunflower sea star	Encountered
DisMap Gulf of Alaska 	SEBASTES ALUTUS	Krista Nichols	krista.nichols@noaa.gov 	Pacific ocean perch	Encountered
DisMap Gulf of Alaska 	SEBASTES BABCOCKI	Krista Nichols	krista.nichols@noaa.gov 	Redbanded rockfish	Encountered
DisMap Gulf of Alaska 	SEBASTES BOREALIS	Krista Nichols	krista.nichols@noaa.gov 	Shortraker rockfish	Encountered
DisMap Gulf of Alaska 	SEBASTES BREVISPINIS	Krista Nichols	krista.nichols@noaa.gov 	Silvergray rockfish	Encountered
DisMap Gulf of Alaska 	SEBASTES POLYSPINIS	Krista Nichols	krista.nichols@noaa.gov 	Northern rockfish	Encountered
DisMap Gulf of Alaska 	SEBASTES VARIEGATUS	Krista Nichols	krista.nichols@noaa.gov 	Harlequin rockfish	Encountered
DisMap Gulf of Alaska 	SEBASTES ZACENTRUS	Krista Nichols	krista.nichols@noaa.gov 	Sharpchin rockfish	Encountered
DisMap Gulf of Alaska 	SEBASTOLOBUS ALASCANUS	Krista Nichols	krista.nichols@noaa.gov 	Shortspine thornyhead	Encountered
DisMap Gulf of Alaska 	SQUALUS SUCKLEYI	Krista Nichols	krista.nichols@noaa.gov 	Pacific spiny dogfish	Encountered
DisMap Gulf of Alaska 	STEGOPHIURA PONDEROSA	Krista Nichols	krista.nichols@noaa.gov 		Encountered
DisMap Gulf of Alaska 	STRONGYLOCENTROTUS FRAGILIS	Krista Nichols	krista.nichols@noaa.gov 	Fragile sea urchin	Encountered
DisMap Gulf of Alaska 	THALEICHTHYS PACIFICUS	Krista Nichols	krista.nichols@noaa.gov 	Eulachon	Encountered
DisMap Northern Bering Sea	ACANTHOLUMPENUS MACKAYI	Krista Nichols	krista.nichols@noaa.gov 	Pighead prickleback	Encountered
DisMap Northern Bering Sea	ASPIDOPHOROIDES OLRIKII	Krista Nichols	krista.nichols@noaa.gov 	Arctic alligatorfish	Encountered
DisMap Northern Bering Sea	ASTERIAS AMURENSIS	Krista Nichols	krista.nichols@noaa.gov 	North pacific seastar	Encountered
DisMap Northern Bering Sea	BATHYRAJA SPP.	Krista Nichols	krista.nichols@noaa.gov 	Skate complex	Encountered
DisMap Northern Bering Sea	BOLTENIA OVIFERA	Krista Nichols	krista.nichols@noaa.gov 	Stalked sea squirt	Encountered
DisMap Northern Bering Sea	BOREOGADUS SAIDA	Krista Nichols	krista.nichols@noaa.gov 	Arctic cod	Encountered
DisMap Northern Bering Sea	BUCCINUM ANGULOSUM	Krista Nichols	krista.nichols@noaa.gov 	Angular whelk	Encountered
DisMap Northern Bering Sea	BUCCINUM POLARE	Krista Nichols	krista.nichols@noaa.gov 	Polar whelk	Encountered
DisMap Northern Bering Sea	BUCCINUM SCALARIFORME	Krista Nichols	krista.nichols@noaa.gov 	Ladder whelk	Encountered
DisMap Northern Bering Sea	CHIONOECETES OPILIO	Krista Nichols	krista.nichols@noaa.gov 	Snow crab	Encountered
DisMap Northern Bering Sea	CHRYSAORA MELANASTER	Krista Nichols	krista.nichols@noaa.gov 		Encountered
DisMap Northern Bering Sea	CLUPEA PALLASII	Krista Nichols	krista.nichols@noaa.gov 	Pacific herring	Encountered
DisMap Northern Bering Sea	CROSSASTER PAPPOSUS	Krista Nichols	krista.nichols@noaa.gov 	Common sunstar	Encountered
DisMap Northern Bering Sea	ELEGINUS GRACILIS	Krista Nichols	krista.nichols@noaa.gov 	Saffron cod	Encountered
DisMap Northern Bering Sea	ENOPHRYS DICERAUS	Krista Nichols	krista.nichols@noaa.gov 	Antlered sculpin	Encountered
DisMap Northern Bering Sea	ERIMACRUS ISENBECKII	Krista Nichols	krista.nichols@noaa.gov 	Hair crab	Encountered
DisMap Northern Bering Sea	EUNOE DEPRESSA	Krista Nichols	krista.nichols@noaa.gov 	Depressed scale worm	Encountered
DisMap Northern Bering Sea	EUNOE NODOSA	Krista Nichols	krista.nichols@noaa.gov 	Giant scale worm	Encountered
DisMap Northern Bering Sea	EVASTERIAS ECHINOSOMA	Krista Nichols	krista.nichols@noaa.gov 		Encountered
DisMap Northern Bering Sea	GADUS CHALCOGRAMMUS	Krista Nichols	krista.nichols@noaa.gov 	Walleye pollock	Encountered
DisMap Northern Bering Sea	GADUS MACROCEPHALUS	Krista Nichols	krista.nichols@noaa.gov 	Pacific cod	Encountered
DisMap Northern Bering Sea	GORGONOCEPHALUS EUCNEMIS	Krista Nichols	krista.nichols@noaa.gov 	Basket star	Encountered
DisMap Northern Bering Sea	GYMNOCANTHUS PISTILLIGER	Krista Nichols	krista.nichols@noaa.gov 	Threaded sculpin	Encountered
DisMap Northern Bering Sea	HEXAGRAMMOS STELLERI	Krista Nichols	krista.nichols@noaa.gov 	Whitespotted greenling	Encountered
DisMap Northern Bering Sea	HIPPOGLOSSOIDES ELASSODON	Krista Nichols	krista.nichols@noaa.gov 	Flathead sole-bering flounder	Encountered
DisMap Northern Bering Sea	HIPPOGLOSSOIDES ROBUSTUS	Krista Nichols	krista.nichols@noaa.gov 	Flathead sole-bering flounder	Encountered
DisMap Northern Bering Sea	HIPPOGLOSSUS STENOLEPIS	Krista Nichols	krista.nichols@noaa.gov 	Pacific halibut	Encountered
DisMap Northern Bering Sea	HYAS COARCTATUS	Krista Nichols	krista.nichols@noaa.gov 	Arctic lyre crab	Encountered
DisMap Northern Bering Sea	LABIDOCHIRUS SPLENDESCENS	Krista Nichols	krista.nichols@noaa.gov 	Splendid hermit	Encountered
DisMap Northern Bering Sea	LEPIDOPSETTA SP.	Krista Nichols	krista.nichols@noaa.gov 	Rock soles	Encountered
DisMap Northern Bering Sea	LEPTASTERIAS POLARIS	Krista Nichols	krista.nichols@noaa.gov 	Polar six-rayed star	Encountered
DisMap Northern Bering Sea	LEPTASTERIAS ARCTICA	Krista Nichols	krista.nichols@noaa.gov 	Arctic star	Encountered
DisMap Northern Bering Sea	LEPTASTERIAS GROENLANDICA	Krista Nichols	krista.nichols@noaa.gov 	Greenland star	Encountered
DisMap Northern Bering Sea	LETHASTERIAS NANIMENSIS	Krista Nichols	krista.nichols@noaa.gov 	Black spined sea star	Encountered
DisMap Northern Bering Sea	LIMANDA ASPERA	Krista Nichols	krista.nichols@noaa.gov 	Yellowfin sole	Encountered
DisMap Northern Bering Sea	LIMANDA PROBOSCIDEA	Krista Nichols	krista.nichols@noaa.gov 	Longhead dab	Encountered
DisMap Northern Bering Sea	LIMANDA SAKHALINENSIS	Krista Nichols	krista.nichols@noaa.gov 	Sakhalin sole	Encountered
DisMap Northern Bering Sea	LIPARIS GIBBUS	Krista Nichols	krista.nichols@noaa.gov 	Variegated snailfish	Encountered
DisMap Northern Bering Sea	LUMPENUS FABRICII	Krista Nichols	krista.nichols@noaa.gov 	Slender eelblenny	Encountered
DisMap Northern Bering Sea	LYCODES PALEARIS	Krista Nichols	krista.nichols@noaa.gov 	Wattled eelpout	Encountered
DisMap Northern Bering Sea	LYCODES TURNERI	Krista Nichols	krista.nichols@noaa.gov 	Polar eelpout	Encountered
DisMap Northern Bering Sea	MALLOTUS VILLOSUS	Krista Nichols	krista.nichols@noaa.gov 	Capelin	Encountered
DisMap Northern Bering Sea	MYOXOCEPHALUS JAOK	Krista Nichols	krista.nichols@noaa.gov 	Plain sculpin	Encountered
DisMap Northern Bering Sea	MYOXOCEPHALUS POLYACANTHOCEPHALUS	Krista Nichols	krista.nichols@noaa.gov 	Great sculpin	Encountered
DisMap Northern Bering Sea	MYOXOCEPHALUS SCORPIUS	Krista Nichols	krista.nichols@noaa.gov 	Shorthorn sculpin	Encountered
DisMap Northern Bering Sea	NEPTUNEA BOREALIS	Krista Nichols	krista.nichols@noaa.gov 		Encountered
DisMap Northern Bering Sea	NEPTUNEA HEROS	Krista Nichols	krista.nichols@noaa.gov 	Northern neptune whelk	Encountered
DisMap Northern Bering Sea	NEPTUNEA VENTRICOSA	Krista Nichols	krista.nichols@noaa.gov 	Fat whelk	Encountered
DisMap Northern Bering Sea	OCCELLA DODECAEDRON	Krista Nichols	krista.nichols@noaa.gov 	Bering poacher	Encountered
DisMap Northern Bering Sea	OPHIURA SARSII	Krista Nichols	krista.nichols@noaa.gov 	Notched brittle star	Encountered
DisMap Northern Bering Sea	OSMERUS MORDAX	Krista Nichols	krista.nichols@noaa.gov 	Rainbow smelt	Encountered
DisMap Northern Bering Sea	PAGURUS CAPILLATUS	Krista Nichols	krista.nichols@noaa.gov 	Hairy hermit crab	Encountered
DisMap Northern Bering Sea	PAGURUS OCHOTENSIS	Krista Nichols	krista.nichols@noaa.gov 	Alaskan hermit crab	Encountered
DisMap Northern Bering Sea	PAGURUS RATHBUNI	Krista Nichols	krista.nichols@noaa.gov 	Longfinger hermit	Encountered
DisMap Northern Bering Sea	PAGURUS TRIGONOCHEIRUS	Krista Nichols	krista.nichols@noaa.gov 	Fuzzy hermit	Encountered
DisMap Northern Bering Sea	PALLASINA BARBATA	Krista Nichols	krista.nichols@noaa.gov 	Tubenose poacher	Encountered
DisMap Northern Bering Sea	PANDALUS GONIURUS	Krista Nichols	krista.nichols@noaa.gov 	Humpy shrimp	Encountered
DisMap Northern Bering Sea	PARALITHODES CAMTSCHATICUS	Krista Nichols	krista.nichols@noaa.gov 	Red king crab	Encountered
DisMap Northern Bering Sea	PARALITHODES PLATYPUS	Krista Nichols	krista.nichols@noaa.gov 	Blue king crab	Encountered
DisMap Northern Bering Sea	PLATICHTHYS STELLATUS	Krista Nichols	krista.nichols@noaa.gov 	Starry flounder	Encountered
DisMap Northern Bering Sea	PLEURONECTES QUADRITUBERCULATUS	Krista Nichols	krista.nichols@noaa.gov 	Alaska plaice	Encountered
DisMap Northern Bering Sea	PODOTHECUS ACCIPENSERINUS	Krista Nichols	krista.nichols@noaa.gov 	Sturgeon poacher	Encountered
DisMap Northern Bering Sea	PODOTHECUS VETERNUS	Krista Nichols	krista.nichols@noaa.gov 		Encountered
DisMap Northern Bering Sea	SCLEROCRANGON BOREAS	Krista Nichols	krista.nichols@noaa.gov 	Sculptured shrimp	Encountered
DisMap Northern Bering Sea	SERRIPES NOTABILIS	Krista Nichols	krista.nichols@noaa.gov 	Oblique smoothcockle	Encountered
DisMap Northern Bering Sea	STRONGYLOCENTROTUS DROEBACHIENSIS	Krista Nichols	krista.nichols@noaa.gov 	Green sea urchin	Encountered
DisMap Northern Bering Sea	STYELA RUSTICA	Krista Nichols	krista.nichols@noaa.gov 	Sea potato	Encountered
DisMap Northern Bering Sea	TELMESSUS CHEIRAGONUS	Krista Nichols	krista.nichols@noaa.gov 	Helmet crab	Encountered
DisMap Northern Bering Sea	TRIGLOPS PINGELII	Krista Nichols	krista.nichols@noaa.gov 	Ribbed sculpin	Encountered
DisMap West Coast Annual	ACTINAUGE VERRILLII	Krista Nichols	krista.nichols@noaa.gov 	Reticulate anemone	Encountered
DisMap West Coast Annual	ACTINOSTOLA FAECULENTA	Krista Nichols	krista.nichols@noaa.gov 	Hobnail vase anemone	Encountered
DisMap West Coast Annual	ALBATROSSIA PECTORALIS	Krista Nichols	krista.nichols@noaa.gov 	Giant grenadier	Encountered
DisMap West Coast Annual	ALEPOCEPHALUS TENEBROSUS	Krista Nichols	krista.nichols@noaa.gov 	California slickhead	Encountered
DisMap West Coast Annual	ALOSA SAPIDISSIMA	Krista Nichols	krista.nichols@noaa.gov 	American shad	Encountered
DisMap West Coast Annual	ANOPLOPOMA FIMBRIA	Krista Nichols	krista.nichols@noaa.gov 	Sablefish	Encountered
DisMap West Coast Annual	ANTHOPTILUM GRANDIFLORUM	Krista Nichols	krista.nichols@noaa.gov 	Feather boa sea pen	Encountered
DisMap West Coast Annual	ANTIMORA MICROLEPIS	Krista Nichols	krista.nichols@noaa.gov 	Finescale mora	Encountered
DisMap West Coast Annual	APOSTICHOPUS CALIFORNICUS	Krista Nichols	krista.nichols@noaa.gov 	Giant california sea cucumber	Encountered
DisMap West Coast Annual	APOSTICHOPUS LEUKOTHELE	Krista Nichols	krista.nichols@noaa.gov 	White-knobbed sea cucumber	Encountered
DisMap West Coast Annual	APRISTURUS BRUNNEUS	Krista Nichols	krista.nichols@noaa.gov 	Brown catshark	Encountered
DisMap West Coast Annual	ATHERESTHES STOMIAS	Krista Nichols	krista.nichols@noaa.gov 	Arrowtooth flounder	Encountered
DisMap West Coast Annual	BATHYBEMBIX BAIRDII	Krista Nichols	krista.nichols@noaa.gov 		Encountered
DisMap West Coast Annual	BATHYRAJA SPP.	Krista Nichols	krista.nichols@noaa.gov 	Skate complex	Encountered
DisMap West Coast Annual	BERINGRAJA BINOCULATA	Krista Nichols	krista.nichols@noaa.gov 	Big skate	Encountered
DisMap West Coast Annual	BERINGRAJA INORNATA	Krista Nichols	krista.nichols@noaa.gov 	California skate	Encountered
DisMap West Coast Annual	BERINGRAJA RHINA	Krista Nichols	krista.nichols@noaa.gov 	Longnose skate	Encountered
DisMap West Coast Annual	BOTHROCARA BRUNNEUM	Krista Nichols	krista.nichols@noaa.gov 	Twoline eelpout	Encountered
DisMap West Coast Annual	BRISASTER LATIFRONS	Krista Nichols	krista.nichols@noaa.gov 	Northern heart urchin	Encountered
DisMap West Coast Annual	CAREPROCTUS MELANURUS	Krista Nichols	krista.nichols@noaa.gov 	Blacktail snailfish	Encountered
DisMap West Coast Annual	CHAULIODUS MACOUNI	Krista Nichols	krista.nichols@noaa.gov 	Pacific viperfish	Encountered
DisMap West Coast Annual	CHIONOECETES TANNERI	Krista Nichols	krista.nichols@noaa.gov 	Grooved tanner crab	Encountered
DisMap West Coast Annual	CHORILIA LONGIPES	Krista Nichols	krista.nichols@noaa.gov 	Longhorn decorator crab	Encountered
DisMap West Coast Annual	CITHARICHTHYS SORDIDUS	Krista Nichols	krista.nichols@noaa.gov 	Pacific sanddab	Encountered
DisMap West Coast Annual	CLUPEA PALLASII	Krista Nichols	krista.nichols@noaa.gov 	Pacific herring	Encountered
DisMap West Coast Annual	CORYPHAENOIDES ACROLEPIS	Krista Nichols	krista.nichols@noaa.gov 	Pacific grenadier	Encountered
DisMap West Coast Annual	CROSSASTER BOREALIS	Krista Nichols	krista.nichols@noaa.gov 	Grooved sun star	Encountered
DisMap West Coast Annual	DORYTEUTHIS OPALESCENS	Krista Nichols	krista.nichols@noaa.gov 	California market squid	Encountered
DisMap West Coast Annual	ECHIDNOCERUS FORAMINATUS	Krista Nichols	krista.nichols@noaa.gov 	Brown box crab	Encountered
DisMap West Coast Annual	EMBASSICHTHYS BATHYBIUS	Krista Nichols	krista.nichols@noaa.gov 	Deep-sea sole	Encountered
DisMap West Coast Annual	EOPSETTA JORDANI	Krista Nichols	krista.nichols@noaa.gov 	Petrale sole	Encountered
DisMap West Coast Annual	GENYONEMUS LINEATUS	Krista Nichols	krista.nichols@noaa.gov 	White croaker	Encountered
DisMap West Coast Annual	GLYPTOCEPHALUS ZACHIRUS	Krista Nichols	krista.nichols@noaa.gov 	Rex sole	Encountered
DisMap West Coast Annual	HETEROZONIAS ALTERNATUS	Krista Nichols	krista.nichols@noaa.gov 	Canonball sun star	Encountered
DisMap West Coast Annual	HIPPASTERIA CALIFORNICA	Krista Nichols	krista.nichols@noaa.gov 	Californian spiny star	Encountered
DisMap West Coast Annual	HIPPASTERIA PHRYGIANA	Krista Nichols	krista.nichols@noaa.gov 	Arctic cushion star	Encountered
DisMap West Coast Annual	HIPPOGLOSSOIDES ELASSODON	Krista Nichols	krista.nichols@noaa.gov 	Flathead sole	Encountered
DisMap West Coast Annual	HIPPOGLOSSUS STENOLEPIS	Krista Nichols	krista.nichols@noaa.gov 	Pacific halibut	Encountered
DisMap West Coast Annual	HYDROLAGUS COLLIEI	Krista Nichols	krista.nichols@noaa.gov 	Spotted ratfish	Encountered
DisMap West Coast Annual	ICELINUS FILAMENTOSUS	Krista Nichols	krista.nichols@noaa.gov 	Threadfin sculpin	Encountered
DisMap West Coast Annual	LIPONEMA BREVICORNE	Krista Nichols	krista.nichols@noaa.gov 	Tentacle shedding anemone	Encountered
DisMap West Coast Annual	LUIDIA FOLIOLATA	Krista Nichols	krista.nichols@noaa.gov 	Gray sand star	Encountered
DisMap West Coast Annual	LYCENCHELYS CROTALINUS	Krista Nichols	krista.nichols@noaa.gov 	Snakehead eelpout	Encountered
DisMap West Coast Annual	LYCODES CORTEZIANUS	Krista Nichols	krista.nichols@noaa.gov 	Bigfin eelpout	Encountered
DisMap West Coast Annual	LYCODES DIAPTERUS	Krista Nichols	krista.nichols@noaa.gov 	Black eelpout	Encountered
DisMap West Coast Annual	LYCODES PACIFICUS	Krista Nichols	krista.nichols@noaa.gov 	Blackbelly eelpout	Encountered
DisMap West Coast Annual	LYOPSETTA EXILIS	Krista Nichols	krista.nichols@noaa.gov 	Slender sole	Encountered
DisMap West Coast Annual	MEDIASTER AEQUALIS	Krista Nichols	krista.nichols@noaa.gov 	Vermillion star	Encountered
DisMap West Coast Annual	MERLUCCIUS PRODUCTUS	Krista Nichols	krista.nichols@noaa.gov 	Pacific hake	Encountered
DisMap West Coast Annual	METACARCINUS MAGISTER	Krista Nichols	krista.nichols@noaa.gov 	Dungeness crab	Encountered
DisMap West Coast Annual	METRIDIUM FARCIMEN	Krista Nichols	krista.nichols@noaa.gov 	Giant plumose anemone	Encountered
DisMap West Coast Annual	MICROSTOMUS PACIFICUS	Krista Nichols	krista.nichols@noaa.gov 	Dover sole	Encountered
DisMap West Coast Annual	MOLPADIA INTERMEDIA	Krista Nichols	krista.nichols@noaa.gov 	Sweet potato sea cucumber	Encountered
DisMap West Coast Annual	MYXODERMA PLATYACANTHUM	Krista Nichols	krista.nichols@noaa.gov 		Encountered
DisMap West Coast Annual	NEARCHASTER ACICULOSUS	Krista Nichols	krista.nichols@noaa.gov 	Needle spined fragile star	Encountered
DisMap West Coast Annual	NEPTUNEA AMIANTA	Krista Nichols	krista.nichols@noaa.gov 		Encountered
DisMap West Coast Annual	NEZUMIA STELGIDOLEPIS	Krista Nichols	krista.nichols@noaa.gov 	California grenadier	Encountered
DisMap West Coast Annual	OCTOPOTEUTHIS DELETRON	Krista Nichols	krista.nichols@noaa.gov 	Octopus squid	Encountered
DisMap West Coast Annual	OPHIODON ELONGATUS	Krista Nichols	krista.nichols@noaa.gov 	Lingcod	Encountered
DisMap West Coast Annual	OPISTHOTEUTHIS CALIFORNIANA	Krista Nichols	krista.nichols@noaa.gov 	Flapjack octopus	Encountered
DisMap West Coast Annual	PANDALUS JORDANI	Krista Nichols	krista.nichols@noaa.gov 	Ocean shrimp	Encountered
DisMap West Coast Annual	PANDALUS PLATYCEROS	Krista Nichols	krista.nichols@noaa.gov 	Spot shrimp	Encountered
DisMap West Coast Annual	PARMATURUS XANIURUS	Krista Nichols	krista.nichols@noaa.gov 	Filetail catshark	Encountered
DisMap West Coast Annual	PAROPHRYS VETULUS	Krista Nichols	krista.nichols@noaa.gov 	English sole	Encountered
DisMap West Coast Annual	PASIPHAEA PACIFICA	Krista Nichols	krista.nichols@noaa.gov 	Pacific glass shrimp	Encountered
DisMap West Coast Annual	PASIPHAEA TARDA	Krista Nichols	krista.nichols@noaa.gov 	Crimson pasiphaeid	Encountered
DisMap West Coast Annual	PLATYMERA GAUDICHAUDII	Krista Nichols	krista.nichols@noaa.gov 	Armed box crab	Encountered
DisMap West Coast Annual	PLEUROBRANCHAEA CALIFORNICA	Krista Nichols	krista.nichols@noaa.gov 		Encountered
DisMap West Coast Annual	PLEURONICHTHYS DECURRENS	Krista Nichols	krista.nichols@noaa.gov 	Curlfin sole	Encountered
DisMap West Coast Annual	PORICHTHYS NOTATUS	Krista Nichols	krista.nichols@noaa.gov 	Plainfin midshipman	Encountered
DisMap West Coast Annual	PSEUDOSTICHOPUS MOLLIS	Krista Nichols	krista.nichols@noaa.gov 	Sandy sea cucumber	Encountered
DisMap West Coast Annual	RATHBUNASTER CALIFORNICUS	Krista Nichols	krista.nichols@noaa.gov 	California sun star	Encountered
DisMap West Coast Annual	ROSSIA PACIFICA	Krista Nichols	krista.nichols@noaa.gov 	Eastern pacific bobtail	Encountered
DisMap West Coast Annual	SAGENASTER EVERMANNI	Krista Nichols	krista.nichols@noaa.gov 	Evermann's star	Encountered
DisMap West Coast Annual	SEBASTES ALUTUS	Krista Nichols	krista.nichols@noaa.gov 	Pacific ocean perch	Encountered
DisMap West Coast Annual	SEBASTES AURORA	Krista Nichols	krista.nichols@noaa.gov 	Aurora rockfish	Encountered
DisMap West Coast Annual	SEBASTES BABCOCKI	Krista Nichols	krista.nichols@noaa.gov 	Redbanded rockfish	Encountered
DisMap West Coast Annual	SEBASTES CHLOROSTICTUS	Krista Nichols	krista.nichols@noaa.gov 	Greenspotted rockfish	Encountered
DisMap West Coast Annual	SEBASTES CRAMERI	Krista Nichols	krista.nichols@noaa.gov 	Darkblotched rockfish	Encountered
DisMap West Coast Annual	SEBASTES DIPLOPROA	Krista Nichols	krista.nichols@noaa.gov 	Splitnose rockfish	Encountered
DisMap West Coast Annual	SEBASTES ELONGATUS	Krista Nichols	krista.nichols@noaa.gov 	Greenstriped rockfish	Encountered
DisMap West Coast Annual	SEBASTES FLAVIDUS	Krista Nichols	krista.nichols@noaa.gov 	Yellowtail rockfish	Encountered
DisMap West Coast Annual	SEBASTES GOODEI	Krista Nichols	krista.nichols@noaa.gov 	Chilipepper rockfish	Encountered
DisMap West Coast Annual	SEBASTES HELVOMACULATUS	Krista Nichols	krista.nichols@noaa.gov 	Rosethorn rockfish	Encountered
DisMap West Coast Annual	SEBASTES JORDANI	Krista Nichols	krista.nichols@noaa.gov 	Shortbelly rockfish	Encountered
DisMap West Coast Annual	SEBASTES PAUCISPINIS	Krista Nichols	krista.nichols@noaa.gov 	Bocaccio	Encountered
DisMap West Coast Annual	SEBASTES PINNIGER	Krista Nichols	krista.nichols@noaa.gov 	Canary rockfish	Encountered
DisMap West Coast Annual	SEBASTES SAXICOLA	Krista Nichols	krista.nichols@noaa.gov 	Stripetail rockfish	Encountered
DisMap West Coast Annual	SEBASTES SEMICINCTUS	Krista Nichols	krista.nichols@noaa.gov 	Halfbanded rockfish	Encountered
DisMap West Coast Annual	SEBASTES ZACENTRUS	Krista Nichols	krista.nichols@noaa.gov 	Sharpchin rockfish	Encountered
