Scientific.Name	row_ids	AphiaID	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	namePublishedInID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	modified	bibliographicCitation	references	license	rightsHolder	datasetName	institutionCode	datasetID.x	identifier	title	format	datasetID.y	subject	Accepted_AphiaID	parent_AphiaID	speciesNOsubgenus	parent_NCBI	accepted_NCBI
Lycodapus dermatinus	R000590	279387	urn:lsid:marinespecies.org:taxname:279387	urn:lsid:marinespecies.org:taxname:279387	urn:lsid:marinespecies.org:taxname:279387	urn:lsid:marinespecies.org:taxname:234573	NA	Lycodapus dermatinus	Lycodapus dermatinus	Lycodapus	Gilbert, C. H. (1896). The ichthyological collections of the steamer Albatross during the years 1890 and 1891. <em>United States Commission of Fish and Fisheries, Report of the Commissioner.</em> v. 19 (for 1893) (art. 6): 393-476, Pls. 20-35.	1896	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Lycodapus	NA	dermatinus	NA	Species	Gilbert, 1896	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lycodapus dermatinus Gilbert, 1896. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279387	https://www.marinespecies.org/aphia.php?p=taxdetails&id=279387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	279387	234573	Lycodapus dermatinus	NCBI:txid433410	NA
Lycodapus endemoscotus	R000591	279388	urn:lsid:marinespecies.org:taxname:279388	urn:lsid:marinespecies.org:taxname:279388	urn:lsid:marinespecies.org:taxname:279388	urn:lsid:marinespecies.org:taxname:234573	NA	Lycodapus endemoscotus	Lycodapus endemoscotus	Lycodapus	Peden, A. E.; Anderson, M. E. (1978). A systematic review of the fish genus Lycodapus (Zoarcidae) with descriptions of two new species. <em>Canadian Journal of Zoology.</em> 56 (9) (for Sept. 1978): 1925-1961, 4 pls. [Date of publication from Canadian Journal of Zology, 57 (3) 1979:i.].	1978	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Lycodapus	NA	endemoscotus	NA	Species	Peden & Anderson, 1978	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lycodapus endemoscotus Peden & Anderson, 1978. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279388	https://www.marinespecies.org/aphia.php?p=taxdetails&id=279388	NA	NA	NA	NA	NA	NCBI:txid557348	To GenBank (4 nucleotides; 4 proteins)	NA	ncbi	NA	279388	234573	Lycodapus endemoscotus	NCBI:txid433410	NCBI:txid557348
Lycodapus fierasfer	R000592	279389	urn:lsid:marinespecies.org:taxname:279389	urn:lsid:marinespecies.org:taxname:279389	urn:lsid:marinespecies.org:taxname:279389	urn:lsid:marinespecies.org:taxname:234573	NA	Lycodapus fierasfer	Lycodapus fierasfer	Lycodapus	Gilbert, C. H. (1890). A preliminary report on the fishes collected by the steamer Albatross on the Pacific coast of North America during the year 1889, with descriptions of twelve new genera and ninety-two new species. <em>Proceedings of the United States National Museum.</em> v. 13 (no. 797): 49-126.	1890	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Lycodapus	NA	fierasfer	NA	Species	Gilbert, 1890	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lycodapus fierasfer Gilbert, 1890. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279389	https://www.marinespecies.org/aphia.php?p=taxdetails&id=279389	NA	NA	NA	NA	NA	NCBI:txid433411	To GenBank (14 nucleotides; 10 proteins)	NA	ncbi	NA	279389	234573	Lycodapus fierasfer	NCBI:txid433410	NCBI:txid433411
Lycodapus mandibularis	R000593	279391	urn:lsid:marinespecies.org:taxname:279391	urn:lsid:marinespecies.org:taxname:279391	urn:lsid:marinespecies.org:taxname:279391	urn:lsid:marinespecies.org:taxname:234573	NA	Lycodapus mandibularis	Lycodapus mandibularis	Lycodapus	Gilbert, C. H. (1915). Fishes collected by the United States Fisheries steamer "Albatross" in southern California in 1904. <em>Proceedings of the United States National Museum.</em> v. 48 (no. 2075): 305-380, Pls. 14-22.	1915	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Lycodapus	NA	mandibularis	NA	Species	Gilbert, 1915	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lycodapus mandibularis Gilbert, 1915. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279391	https://www.marinespecies.org/aphia.php?p=taxdetails&id=279391	NA	NA	NA	NA	NA	NCBI:txid557350	To GenBank (22 nucleotides; 16 proteins)	NA	ncbi	NA	279391	234573	Lycodapus mandibularis	NCBI:txid433410	NCBI:txid557350
Lycodapus pachysoma	R000594	234603	urn:lsid:marinespecies.org:taxname:234603	urn:lsid:marinespecies.org:taxname:234603	urn:lsid:marinespecies.org:taxname:234603	urn:lsid:marinespecies.org:taxname:234573	NA	Lycodapus pachysoma	Lycodapus pachysoma	Lycodapus	Peden, A. E.; Anderson, M. E. (1978). A systematic review of the fish genus Lycodapus (Zoarcidae) with descriptions of two new species. <em>Canadian Journal of Zoology.</em> 56 (9) (for Sept. 1978): 1925-1961, 4 pls. [Date of publication from Canadian Journal of Zology, 57 (3) 1979:i.].	1978	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Lycodapus	NA	pachysoma	NA	Species	Peden & Anderson, 1978	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lycodapus pachysoma Peden & Anderson, 1978. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=234603	https://www.marinespecies.org/aphia.php?p=taxdetails&id=234603	NA	NA	NA	NA	NA	NCBI:txid557351	To GenBank (15 nucleotides; 15 proteins)	NA	ncbi	NA	234603	234573	Lycodapus pachysoma	NCBI:txid433410	NCBI:txid557351
Lycodapus parviceps	R000595	279393	urn:lsid:marinespecies.org:taxname:279393	urn:lsid:marinespecies.org:taxname:279393	urn:lsid:marinespecies.org:taxname:279393	urn:lsid:marinespecies.org:taxname:234573	NA	Lycodapus parviceps	Lycodapus parviceps	Lycodapus	Gilbert, C. H. (1896). The ichthyological collections of the steamer Albatross during the years 1890 and 1891. <em>United States Commission of Fish and Fisheries, Report of the Commissioner.</em> v. 19 (for 1893) (art. 6): 393-476, Pls. 20-35.	1896	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Lycodapus	NA	parviceps	NA	Species	Gilbert, 1896	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lycodapus parviceps Gilbert, 1896. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279393	https://www.marinespecies.org/aphia.php?p=taxdetails&id=279393	NA	NA	NA	NA	NA	NCBI:txid1772030	To GenBank (2 nucleotides; 0 proteins)	NA	ncbi	NA	279393	234573	Lycodapus parviceps	NCBI:txid433410	NCBI:txid1772030
Lycodapus psarostomatus	R000596	279395	urn:lsid:marinespecies.org:taxname:279395	urn:lsid:marinespecies.org:taxname:279395	urn:lsid:marinespecies.org:taxname:279395	urn:lsid:marinespecies.org:taxname:234573	NA	Lycodapus psarostomatus	Lycodapus psarostomatus	Lycodapus	Peden, A. E.; Anderson, M. E. (1981). Lycodapus (Pisces: Zoarcidae) of eastern Bering Sea and nearby Pacific Ocean, with three new species and a revised key to the species. <em>Canadian Journal of Zoology.</em> 59 (4): 667-678.	1981	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Lycodapus	NA	psarostomatus	NA	Species	Peden & Anderson, 1981	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lycodapus psarostomatus Peden & Anderson, 1981. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279395	https://www.marinespecies.org/aphia.php?p=taxdetails&id=279395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	279395	234573	Lycodapus psarostomatus	NCBI:txid433410	NA
Lycodes beringi	R000597	398582	urn:lsid:marinespecies.org:taxname:398582	urn:lsid:marinespecies.org:taxname:398582	urn:lsid:marinespecies.org:taxname:398582	urn:lsid:marinespecies.org:taxname:126104	NA	Lycodes beringi	Lycodes beringi	Lycodes	Andriashev, A. P. (1935). New data on deep-water fishes on the Bering Sea. <em>C. R. (Doklady) Acad. Sci. URSS.</em> 4 [9] (1-2): 113-116.	1935	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Lycodes	NA	beringi	NA	Species	Andriashev, 1935	ICZN	accepted	NA	2009-06-10	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lycodes beringi Andriashev, 1935. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=398582	https://www.marinespecies.org/aphia.php?p=taxdetails&id=398582	NA	NA	NA	NA	NA	NCBI:txid215428	To GenBank (6 nucleotides; 16 proteins)	NA	ncbi	NA	398582	126104	Lycodes beringi	NCBI:txid8196	NCBI:txid215428
Lycodes brevipes	R000598	254595	urn:lsid:marinespecies.org:taxname:254595	urn:lsid:marinespecies.org:taxname:254595	urn:lsid:marinespecies.org:taxname:254595	urn:lsid:marinespecies.org:taxname:126104	NA	Lycodes brevipes	Lycodes brevipes	Lycodes	Bean, T. H. (1890). Scientific results of explorations by the U. S. Fish Commission steamer Albatross. No. XI. New fishes collected off the coast of Alaska and the adjacent region southward. <em>Proceedings of the United States National Museum.</em> 13 (795): 37-45.	1890	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Lycodes	NA	brevipes	NA	Species	Bean, 1890	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lycodes brevipes Bean, 1890. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254595	https://www.marinespecies.org/aphia.php?p=taxdetails&id=254595	NA	NA	NA	NA	NA	NCBI:txid433387	To GenBank (33 nucleotides; 52 proteins)	NA	ncbi	NA	254595	126104	Lycodes brevipes	NCBI:txid8196	NCBI:txid433387
Lycodes cortezianus	R000599	274097	urn:lsid:marinespecies.org:taxname:274097	urn:lsid:marinespecies.org:taxname:274097	urn:lsid:marinespecies.org:taxname:274097	urn:lsid:marinespecies.org:taxname:126104	NA	Lycodes cortezianus	Lycodes cortezianus	Lycodes	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Lycodes	NA	cortezianus	NA	Species	(Gilbert, 1890)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lycodes cortezianus (Gilbert, 1890). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274097	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274097	NA	NA	NA	NA	NA	NCBI:txid57818	To GenBank (13 nucleotides; 5 proteins)	NA	ncbi	NA	274097	126104	Lycodes cortezianus	NCBI:txid8196	NCBI:txid57818
Lycodes diapterus	R000600	254597	urn:lsid:marinespecies.org:taxname:254597	urn:lsid:marinespecies.org:taxname:254597	urn:lsid:marinespecies.org:taxname:254597	urn:lsid:marinespecies.org:taxname:126104	NA	Lycodes diapterus	Lycodes diapterus	Lycodes	Gilbert, C. H. (1892). Descriptions of thirty-four new species of fishes collected in 1888 and 1889, principally among the Santa Barbara Islands and in the Gulf of California. <em>In: Scientific results of explorations by the U. S. Fish Commission steamer Albatross. Proceedings of the United States National Museum.</em> v. 14 (no. 880): 539-566.	1892	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Lycodes	NA	diapterus	NA	Species	Gilbert, 1892	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lycodes diapterus Gilbert, 1892. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254597	https://www.marinespecies.org/aphia.php?p=taxdetails&id=254597	NA	NA	NA	NA	NA	NCBI:txid215426	To GenBank (50 nucleotides; 40 proteins)	NA	ncbi	NA	254597	126104	Lycodes diapterus	NCBI:txid8196	NCBI:txid215426
Lycodes pacificus	R000601	274116	urn:lsid:marinespecies.org:taxname:274116	urn:lsid:marinespecies.org:taxname:274116	urn:lsid:marinespecies.org:taxname:274116	urn:lsid:marinespecies.org:taxname:126104	NA	Lycodes pacificus	Lycodes pacificus	Lycodes	Collett, R. (1879). On a new fish of the genus Lycodes from the Pacific. <em>Proceedings of the Zoological Society of London 1879.</em> (pt 2) (art. 4): 381-382.	1879	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Lycodes	NA	pacificus	NA	Species	Collett, 1879	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lycodes pacificus Collett, 1879. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274116	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274116	NA	NA	NA	NA	NA	NCBI:txid1772091	To GenBank (642 nucleotides; 35 proteins)	NA	ncbi	NA	274116	126104	Lycodes pacificus	NCBI:txid8196	NCBI:txid1772091
Lycodes palearis	R000602	254585	urn:lsid:marinespecies.org:taxname:254585	urn:lsid:marinespecies.org:taxname:254585	urn:lsid:marinespecies.org:taxname:254585	urn:lsid:marinespecies.org:taxname:126104	NA	Lycodes palearis	Lycodes palearis	Lycodes	Gilbert, C. H. (1896). The ichthyological collections of the steamer Albatross during the years 1890 and 1891. <em>United States Commission of Fish and Fisheries, Report of the Commissioner.</em> v. 19 (for 1893) (art. 6): 393-476, Pls. 20-35.	1896	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Lycodes	NA	palearis	NA	Species	Gilbert, 1896	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lycodes palearis Gilbert, 1896. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254585	https://www.marinespecies.org/aphia.php?p=taxdetails&id=254585	NA	NA	NA	NA	NA	NCBI:txid215425	To GenBank (61 nucleotides; 62 proteins)	NA	ncbi	NA	254585	126104	Lycodes palearis	NCBI:txid8196	NCBI:txid215425
Lyconema barbatum	R000603	281449	urn:lsid:marinespecies.org:taxname:281449	urn:lsid:marinespecies.org:taxname:281449	urn:lsid:marinespecies.org:taxname:281449	urn:lsid:marinespecies.org:taxname:269756	NA	Lyconema barbatum	Lyconema barbatum	Lyconema	Gilbert, C. H. (1896). The ichthyological collections of the steamer Albatross during the years 1890 and 1891. <em>United States Commission of Fish and Fisheries, Report of the Commissioner.</em> v. 19 (for 1893) (art. 6): 393-476, Pls. 20-35.	1896	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Lyconema	NA	barbatum	NA	Species	Gilbert, 1896	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lyconema barbatum Gilbert, 1896. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=281449	https://www.marinespecies.org/aphia.php?p=taxdetails&id=281449	NA	NA	NA	NA	NA	NCBI:txid320593	To GenBank (3 nucleotides; 1 proteins)	NA	ncbi	NA	281449	269756	Lyconema barbatum	NCBI:txid320592	NCBI:txid320593
Lyopsetta exilis	R000604	281452	urn:lsid:marinespecies.org:taxname:281452	urn:lsid:marinespecies.org:taxname:281452	urn:lsid:marinespecies.org:taxname:281452	urn:lsid:marinespecies.org:taxname:269759	NA	Lyopsetta exilis	Lyopsetta exilis	Lyopsetta	NA	NA	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Lyopsetta	NA	exilis	NA	Species	(Jordan & Gilbert, 1880)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lyopsetta exilis (Jordan & Gilbert, 1880). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=281452	https://www.marinespecies.org/aphia.php?p=taxdetails&id=281452	NA	NA	NA	NA	NA	NCBI:txid195626	To GenBank (80 nucleotides; 80 proteins)	NA	ncbi	NA	281452	269759	Lyopsetta exilis	NCBI:txid195625	NCBI:txid195626
Lythrypnus dalli	R000605	281457	urn:lsid:marinespecies.org:taxname:281457	urn:lsid:marinespecies.org:taxname:281457	urn:lsid:marinespecies.org:taxname:281457	urn:lsid:marinespecies.org:taxname:269761	NA	Lythrypnus dalli	Lythrypnus dalli	Lythrypnus	NA	NA	Animalia	Chordata	Teleostei	Gobiiformes	Gobiidae	Lythrypnus	NA	dalli	NA	Species	(Gilbert, 1890)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lythrypnus dalli (Gilbert, 1890). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=281457	https://www.marinespecies.org/aphia.php?p=taxdetails&id=281457	NA	NA	NA	NA	NA	NCBI:txid314003	To GenBank (27 nucleotides; 20 proteins)	NA	ncbi	NA	281457	269761	Lythrypnus dalli	NCBI:txid185749	NCBI:txid314003
Lythrypnus zebra	R000606	281472	urn:lsid:marinespecies.org:taxname:281472	urn:lsid:marinespecies.org:taxname:281472	urn:lsid:marinespecies.org:taxname:281472	urn:lsid:marinespecies.org:taxname:269761	NA	Lythrypnus zebra	Lythrypnus zebra	Lythrypnus	NA	NA	Animalia	Chordata	Teleostei	Gobiiformes	Gobiidae	Lythrypnus	NA	zebra	NA	Species	(Gilbert, 1890)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Lythrypnus zebra (Gilbert, 1890). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=281472	https://www.marinespecies.org/aphia.php?p=taxdetails&id=281472	NA	NA	NA	NA	NA	NCBI:txid320610	To GenBank (12 nucleotides; 8 proteins)	NA	ncbi	NA	281472	269761	Lythrypnus zebra	NCBI:txid185749	NCBI:txid320610
Macroparalepis johnfitchi	R000607	398375	urn:lsid:marinespecies.org:taxname:398375	urn:lsid:marinespecies.org:taxname:398375	urn:lsid:marinespecies.org:taxname:398375	urn:lsid:marinespecies.org:taxname:125676	NA	Macroparalepis johnfitchi	Macroparalepis johnfitchi	Macroparalepis	NA	NA	Animalia	Chordata	Teleostei	Aulopiformes	Paralepididae	Macroparalepis	NA	johnfitchi	NA	Species	(Rofen, 1960)	ICZN	accepted	NA	2009-06-10	Froese, R. and D. Pauly. Editors. (2024). FishBase. Macroparalepis johnfitchi (Rofen, 1960). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=398375	https://www.marinespecies.org/aphia.php?p=taxdetails&id=398375	NA	NA	NA	NA	NA	NCBI:txid319763	To GenBank (12 nucleotides; 7 proteins)	NA	ncbi	NA	398375	125676	Macroparalepis johnfitchi	NCBI:txid509752	NCBI:txid319763
Macropinna microstoma	R000608	281482	urn:lsid:marinespecies.org:taxname:281482	urn:lsid:marinespecies.org:taxname:281482	urn:lsid:marinespecies.org:taxname:281482	urn:lsid:marinespecies.org:taxname:269769	NA	Macropinna microstoma	Macropinna microstoma	Macropinna	Chapman, W. M. (1939). Eleven new species and three new genera of oceanic fishes collected by the International Fisheries Commission from the northeastern Pacific. <em>Proceedings of the United States National Museum.</em> 86 (no. 3062): 501-542.	1939	Animalia	Chordata	Teleostei	Argentiniformes	Opisthoproctidae	Macropinna	NA	microstoma	NA	Species	Chapman, 1939	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Macropinna microstoma Chapman, 1939. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=281482	https://www.marinespecies.org/aphia.php?p=taxdetails&id=281482	NA	NA	NA	NA	NA	NCBI:txid557410	To GenBank (25 nucleotides; 29 proteins)	NA	ncbi	NA	281482	269769	Macropinna microstoma	NCBI:txid557409	NCBI:txid557410
Macroramphosus gracilis	R000609	275181	urn:lsid:marinespecies.org:taxname:275181	urn:lsid:marinespecies.org:taxname:275181	urn:lsid:marinespecies.org:taxname:275181	urn:lsid:marinespecies.org:taxname:126222	NA	Macroramphosus gracilis	Macroramphosus gracilis	Macroramphosus	NA	NA	Animalia	Chordata	Teleostei	Syngnathiformes	Centriscidae	Macroramphosus	NA	gracilis	NA	Species	(Lowe, 1839)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Macroramphosus gracilis (Lowe, 1839). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275181	https://www.marinespecies.org/aphia.php?p=taxdetails&id=275181	NA	NA	NA	NA	NA	NCBI:txid1311459	To GenBank (64 nucleotides; 38 proteins)	NA	ncbi	NA	275181	126222	Macroramphosus gracilis	NCBI:txid206123	NCBI:txid1311459
Macroramphosus scolopax	R000610	127378	urn:lsid:marinespecies.org:taxname:127378	urn:lsid:marinespecies.org:taxname:127378	urn:lsid:marinespecies.org:taxname:127378	urn:lsid:marinespecies.org:taxname:126222	NA	Macroramphosus scolopax	Macroramphosus scolopax	Macroramphosus	NA	NA	Animalia	Chordata	Teleostei	Syngnathiformes	Centriscidae	Macroramphosus	NA	scolopax	NA	Species	(Linnaeus, 1758)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Macroramphosus scolopax (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127378	https://www.marinespecies.org/aphia.php?p=taxdetails&id=127378	NA	NA	NA	NA	NA	NCBI:txid206124	To GenBank (20877 nucleotides; 147 proteins)	NA	ncbi	NA	127378	126222	Macroramphosus scolopax	NCBI:txid206123	NCBI:txid206124
