EU552681.1	NA;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea pallasii
JX465083.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena sp. AAM-2013b
JX465040.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena sp. AAM-2013c
OR223637.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena beka
MF078321.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
MF078319.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
MF078318.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
MF078316.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
MF078313.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR223687.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
OR223686.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
OR223685.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
OR223684.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
OR223683.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
OR223682.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
OR223681.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
OR223676.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena delphina
OR223675.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena delphina
OR223674.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena delphina
OR223673.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena delphina
OR223672.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena delphina
OR223671.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena delphina
OR223670.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena delphina
OR223669.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena delphina
OR223668.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena delphina
OR223666.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena delphina
OR223665.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena delphina
OR223664.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena delphina
OR223663.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena delphina
NC_082091.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena delphina
OR224319.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
OR224318.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
OR224317.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
OR224316.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
OR224315.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
OR224314.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
OR224313.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
OR224312.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
OR224311.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
OR224310.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
OR224309.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
OR224308.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
OR224307.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
OR224306.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
OR224305.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
OR224304.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
OR224303.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
OR224302.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
OR224301.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
OR224296.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
NC_082087.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
OR228648.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228647.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228646.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228645.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228644.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228643.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228642.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228641.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228640.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228639.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228638.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228637.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228636.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228635.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228634.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228633.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228632.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228631.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228630.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228629.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228628.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228627.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228626.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228625.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228624.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228623.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228622.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228621.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228620.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228619.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228618.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228617.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228616.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228615.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228614.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228613.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228612.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228611.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228610.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228609.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228608.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228607.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228606.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228605.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228604.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228603.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228602.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228601.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228600.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228599.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228598.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228597.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR224603.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
OR224577.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena amharensis
JX465107.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena sp. AAM-2013a
JX465103.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena sp. AAM-2013a
JX465102.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena sp. AAM-2013a
JX465069.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
JX465068.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
JX465066.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
JX465055.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena sp. AAM-2013a
JX465049.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena sp. AAM-2013a
JX465047.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cf. cooperi AAM-2013
DQ283066.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
MF078314.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OQ204126.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223753.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223752.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223751.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223750.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223749.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223748.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223747.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223746.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223745.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223744.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223743.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223742.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223741.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223740.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223739.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223738.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223737.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223736.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223735.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223734.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223733.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223732.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223731.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223730.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223729.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223728.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223727.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223726.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223725.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223724.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223723.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223722.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223721.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223720.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223719.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223718.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223717.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223716.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223715.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223714.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223713.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223712.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223711.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223710.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223709.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223708.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223707.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223706.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223705.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223704.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223703.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223702.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223701.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223700.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223699.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223698.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223697.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223696.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223695.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
NC_082094.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena robeensis
OR223680.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
OR223679.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
OR223678.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
NC_082092.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
OR223667.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena delphina
OR224300.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
OR224299.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
OR224298.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
OR224297.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
OR224285.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena levenorum
OR224284.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena levenorum
OR224283.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena levenorum
OR224282.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena levenorum
OR224281.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena levenorum
OR224280.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena levenorum
OR224279.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena levenorum
OR224278.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena levenorum
OR224277.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena levenorum
NC_082085.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena levenorum
OR228596.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228595.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228594.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
OR228593.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
NC_082084.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
JX465101.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cf. cooperi AAM-2013
JX465100.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cf. cooperi AAM-2013
JX465079.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena nana
JX465076.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena nana
JX465067.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
JX465065.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
JX465060.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
JX465058.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
JX465057.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
JX465056.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
JX465045.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena nana
JX465042.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena nana
JX465039.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena nana
JX465037.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena nana
MF078320.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena cooperi
MF078329.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena harenna
MF078328.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena harenna
OR223693.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena harenna
OR223692.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena harenna
OR223691.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena harenna
OR223690.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena harenna
OR223689.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena harenna
NC_082093.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena harenna
OR224294.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena nana
OR224293.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena nana
OR224292.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena nana
OR224291.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena nana
OR224290.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena nana
OR224289.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena nana
OR224288.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena nana
OR224287.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena nana
NC_082086.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena nana
JX465099.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena nana
JX465098.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena nana
JX465097.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena nana
MF078297.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
MF078293.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
MF078292.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena neumanni
MF078327.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena goweri
MF078294.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena erlangeri
KF410854.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena uzungwensis
KF410853.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena uzungwensis
KF410852.1	NA;Chordata;Amphibia;Anura;Ptychadenidae;Ptychadena;Ptychadena uzungwensis
MH885023.1	NA;Chordata;Amphibia;Anura;Microhylidae;Callulops;Callulops sp. RODS-2018
AF095339.1	NA;Chordata;Amphibia;Anura;Microhylidae;Asterophrys;Asterophrys slateri
AY147252.1	NA;Chordata;Amphibia;Caudata;Salamandridae;Triturus;Triturus marmoratus
DQ092296.1	NA;Chordata;Amphibia;Caudata;Salamandridae;Triturus;Triturus marmoratus
DQ092294.1	NA;Chordata;Amphibia;Caudata;Salamandridae;Triturus;Triturus marmoratus
HQ009983.1	NA;Chordata;Amphibia;Caudata;Plethodontidae;Pseudoeurycea;Pseudoeurycea brunnata
HQ009979.1	NA;Chordata;Amphibia;Caudata;Plethodontidae;Pseudoeurycea;Pseudoeurycea brunnata
DQ092295.1	NA;Chordata;Amphibia;Caudata;Salamandridae;Triturus;Triturus marmoratus
AY728232.1	NA;Chordata;Amphibia;Caudata;Plethodontidae;Plethodon;Plethodon cinereus
OM743432.1	NA;Chordata;Amphibia;Caudata;Plethodontidae;Aneides;Aneides aeneus
MW540600.1	NA;Chordata;Amphibia;Caudata;Plethodontidae;Aneides;Aneides aeneus
MW540576.1	NA;Chordata;Amphibia;Caudata;Plethodontidae;Aneides;Aneides aeneus
DQ283334.1	NA;Chordata;Amphibia;Caudata;Plethodontidae;Thorius;Thorius sp. JAC 21291
NC_006336.1	NA;Chordata;Amphibia;Caudata;Plethodontidae;Thorius;Thorius n. sp. RLM-2004
NC_006407.1	NA;Chordata;Amphibia;Caudata;Salamandridae;Paramesotriton;Paramesotriton hongkongensis
AY593111.1	NA;Chordata;Amphibia;Caudata;Salamandridae;Paramesotriton;Paramesotriton hongkongensis
EU144158.1	NA;Chordata;Amphibia;Caudata;Plethodontidae;Desmognathus;Desmognathus folkertsi
U22082.1	NA;Chordata;Amphibia;Anura;Rhacophoridae;Chiromantis;Chiromantis xerampelina
AF206112.1	NA;Chordata;Amphibia;Anura;Ranidae;Amolops;Amolops loloensis
AY851085.1	NA;Chordata;Amphibia;Anura;Ranidae;Amolops;Amolops loloensis
DQ019580.1	NA;Chordata;Amphibia;Anura;Petropedetidae;Conraua;Conraua crassipes
AY851083.1	NA;Chordata;Amphibia;Anura;Ranidae;Amolops;Amolops mantzorum
HG940464.1	NA;Chordata;Amphibia;Anura;Arthroleptidae;Trichobatrachus;Trichobatrachus robustus
KY626062.1	NA;Chordata;Amphibia;Anura;Microhylidae;Choerophryne;Choerophryne grylloides
