Project Request,Scientific name,Point of Contact for Submission,Email,Common Name,Survey Type,species_code
NMFS AFSC GAP Survey,Oenopota elegans,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72106
NMFS AFSC GAP Survey,Mangelia carlottae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72130
NMFS AFSC GAP Survey,Obesotoma simplex,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72181
NMFS AFSC GAP Survey,Obesotoma tenuilirata,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72182
NMFS AFSC GAP Survey,Curtitoma decussata,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72183
NMFS AFSC GAP Survey,Capulidae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72300
NMFS AFSC GAP Survey,Turritropis cryptis,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72301
NMFS AFSC GAP Survey,Ariadnaria borealis,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72302
NMFS AFSC GAP Survey,Ariadnaria insignis,Emily Markowtiz,emily.markowitz@noaa.gov,gray hairysnail,Encountered,72303
NMFS AFSC GAP Survey,Neoiphinoe coronata,Emily Markowtiz,emily.markowitz@noaa.gov,crowned hairysnail,Encountered,72304
NMFS AFSC GAP Survey,Trichotropis bicarinata,Emily Markowtiz,emily.markowitz@noaa.gov,two-keel hairysnail,Encountered,72305
NMFS AFSC GAP Survey,Trichotropis cancellata,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72306
NMFS AFSC GAP Survey,Ariadnaria conica,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72307
NMFS AFSC GAP Survey,Trichotropis sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72308
NMFS AFSC GAP Survey,Neoiphinoe kroyeri,Emily Markowtiz,emily.markowitz@noaa.gov,Kroyer hairy snail,Encountered,72370
NMFS AFSC GAP Survey,Neoiphinoe permabilis,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72371
NMFS AFSC GAP Survey,Neoiphinoe echinata,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72372
NMFS AFSC GAP Survey,Torellivelutina ammonia,Emily Markowtiz,emily.markowitz@noaa.gov,rams-horn snail,Encountered,72380
NMFS AFSC GAP Survey,Torellia sp.,Emily Markowtiz,emily.markowitz@noaa.gov,hairysnails,Encountered,72381
NMFS AFSC GAP Survey,Torellia lanata,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72382
NMFS AFSC GAP Survey,Scabrotrophon norafosterae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72386
NMFS AFSC GAP Survey,Scabrotrophon trifidus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72387
NMFS AFSC GAP Survey,Scabrotrophon lima,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72388
NMFS AFSC GAP Survey,Scabrotrophon buldirensis,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72389
NMFS AFSC GAP Survey,Scabrotrophon sp. E (Clark and McLean),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72390
NMFS AFSC GAP Survey,Scabrotrophon maltzani,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72393
NMFS AFSC GAP Survey,Scabrotrophon clarki,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72394
NMFS AFSC GAP Survey,Scabrotrophon scitulus,Emily Markowtiz,emily.markowitz@noaa.gov,spiny trophon,Encountered,72395
NMFS AFSC GAP Survey,Buccinum cnismatum,Emily Markowtiz,emily.markowitz@noaa.gov,scratched whelk,Encountered,72754
NMFS AFSC GAP Survey,Buccinum polare,Emily Markowtiz,emily.markowitz@noaa.gov,polar whelk,Encountered,72755
NMFS AFSC GAP Survey,Buccinum terraenovae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72756
NMFS AFSC GAP Survey,Buccinum ciliatum,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72757
NMFS AFSC GAP Survey,Buccinum glaciale,Emily Markowtiz,emily.markowitz@noaa.gov,glacial whelk,Encountered,72758
NMFS AFSC GAP Survey,Buccinum tenellum,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72759
NMFS AFSC GAP Survey,Castaneobuccinum castaneum,Emily Markowtiz,emily.markowitz@noaa.gov,chestnut whelk,Encountered,72760
NMFS AFSC GAP Survey,Lirabuccinum dirum,Emily Markowtiz,emily.markowitz@noaa.gov,dire whelk,Encountered,72761
NMFS AFSC GAP Survey,Aleutibuccinum clarki,Emily Markowtiz,emily.markowitz@noaa.gov,Roger buccinid,Encountered,72762
NMFS AFSC GAP Survey,Buccinum ovulum,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72764
NMFS AFSC GAP Survey,Buccinum katharinae,Emily Markowtiz,emily.markowitz@noaa.gov,Katherine whelk,Encountered,72765
NMFS AFSC GAP Survey,Buccinum ectomocyma,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72766
NMFS AFSC GAP Survey,Retifusus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72767
NMFS AFSC GAP Survey,Ancistrolepis eucosmius,Emily Markowtiz,emily.markowitz@noaa.gov,two-ribbed whelk,Encountered,72769
NMFS AFSC GAP Survey,Columbella sp.,Emily Markowtiz,emily.markowitz@noaa.gov,dovesnails,Encountered,72770
NMFS AFSC GAP Survey,Buccinum physematum,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72772
NMFS AFSC GAP Survey,Harpa costata,Emily Markowtiz,emily.markowitz@noaa.gov,costate whelk,Encountered,72773
NMFS AFSC GAP Survey,Castaneobuccinum pagodaformis,Emily Markowtiz,emily.markowitz@noaa.gov,mega-ribbed chestnut whelk,Encountered,72775
NMFS AFSC GAP Survey,Castaneobuccinum orri,Emily Markowtiz,emily.markowitz@noaa.gov,one-ribbed whelk,Encountered,72776
NMFS AFSC GAP Survey,Castaneobuccinum lauthi,Emily Markowtiz,emily.markowitz@noaa.gov,many-ribbed chestnut whelk,Encountered,72777
NMFS AFSC GAP Survey,Buccinum sp. E (McLean and Clark),Emily Markowtiz,emily.markowitz@noaa.gov,two-ribbed chestnut whelk,Encountered,72779
NMFS AFSC GAP Survey,Buccinum sp. F (McLean and Clark),Emily Markowtiz,emily.markowitz@noaa.gov,crenulated whelk,Encountered,72780
NMFS AFSC GAP Survey,Buccinum sp. G (McLean and Clark),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72781
NMFS AFSC GAP Survey,Buccinum sp. H (McLean and Clark),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72782
NMFS AFSC GAP Survey,Buccinum sp. I (McLean and Clark),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72783
NMFS AFSC GAP Survey,Buccinum angulosum transliratum,Emily Markowtiz,emily.markowitz@noaa.gov,transect whelk,Encountered,72785
NMFS AFSC GAP Survey,Buccinum rondinum,Emily Markowtiz,emily.markowitz@noaa.gov,eroded whelk,Encountered,72786
NMFS AFSC GAP Survey,Volutomitra sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72787
NMFS AFSC GAP Survey,Volutomitra sp. B (Clark and McLean),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72788
NMFS AFSC GAP Survey,Arctomelon sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72789
NMFS AFSC GAP Survey,Arctomelon stearnsii,Emily Markowtiz,emily.markowitz@noaa.gov,Alaska volute,Encountered,72790
NMFS AFSC GAP Survey,Arctomelon boreale,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72791
NMFS AFSC GAP Survey,Arctomelon tamikoae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72792
NMFS AFSC GAP Survey,Arctomelon ryosukei,Emily Markowtiz,emily.markowitz@noaa.gov,inflated volute,Encountered,72793
NMFS AFSC GAP Survey,Arctomelon sp. cf. stearnsii (Clark and McLean),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72794
NMFS AFSC GAP Survey,Volutomitra groenlandica,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72795
NMFS AFSC GAP Survey,Volutomitra sp. A (Clark and McLean),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72796
NMFS AFSC GAP Survey,Callianax alectona,Emily Markowtiz,emily.markowitz@noaa.gov,beatic dwarf olive,Encountered,72797
NMFS AFSC GAP Survey,Limneria undata,Emily Markowtiz,emily.markowitz@noaa.gov,wavy lamellaria,Encountered,72800
NMFS AFSC GAP Survey,Ciliatovelutina nana,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72801
NMFS AFSC GAP Survey,Velutina plicatilis,Emily Markowtiz,emily.markowitz@noaa.gov,oblique lamellaria,Encountered,72802
NMFS AFSC GAP Survey,Limneria prolongata,Emily Markowtiz,emily.markowitz@noaa.gov,conical lamellaria,Encountered,72803
NMFS AFSC GAP Survey,Velutina velutina,Emily Markowtiz,emily.markowitz@noaa.gov,smooth lamellaria,Encountered,72805
NMFS AFSC GAP Survey,Velutina sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72806
NMFS AFSC GAP Survey,Velutina sp. A (Clark and McLean),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72807
NMFS AFSC GAP Survey,Velutina sp. B (Clark and McLean),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72808
NMFS AFSC GAP Survey,Velutina sp. C (Clark and McLean),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72809
NMFS AFSC GAP Survey,Velutina bartschi,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72811
NMFS AFSC GAP Survey,Clinopegma,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72820
NMFS AFSC GAP Survey,Clinopegma magnum unicum,Emily Markowtiz,emily.markowitz@noaa.gov,unique whelk,Encountered,72821
NMFS AFSC GAP Survey,Admete viridula,Emily Markowtiz,emily.markowitz@noaa.gov,smooth nutmeg shell,Encountered,73183
NMFS AFSC GAP Survey,Admete solida,Emily Markowtiz,emily.markowitz@noaa.gov,noble Admete,Encountered,73186
NMFS AFSC GAP Survey,Admete gracilior,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,73188
NMFS AFSC GAP Survey,Neadmete circumcincta,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,73189
NMFS AFSC GAP Survey,Neadmete modesta,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,73190
NMFS AFSC GAP Survey,Callianax biplicata,Emily Markowtiz,emily.markowitz@noaa.gov,purple olive,Encountered,73201
NMFS AFSC GAP Survey,Pseudomohnia rogerclarki,Emily Markowtiz,emily.markowitz@noaa.gov,horn shell,Encountered,73210
NMFS AFSC GAP Survey,Cerithiopsidae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,73211
NMFS AFSC GAP Survey,Cylichna alba,Emily Markowtiz,emily.markowitz@noaa.gov,white chalice-bubble,Encountered,73351
NMFS AFSC GAP Survey,Bivalvia,Emily Markowtiz,emily.markowitz@noaa.gov,bivalve unid.,Encountered,74000
NMFS AFSC GAP Survey,Acharax johnsoni,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74001
NMFS AFSC GAP Survey,Mytilidae,Emily Markowtiz,emily.markowitz@noaa.gov,mussel unid.,Encountered,74050
NMFS AFSC GAP Survey,Modiolus modiolus,Emily Markowtiz,emily.markowitz@noaa.gov,northern horsemussel,Encountered,74060
NMFS AFSC GAP Survey,Mytilus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74065
NMFS AFSC GAP Survey,Mytilus californianus,Emily Markowtiz,emily.markowitz@noaa.gov,California mussel,Encountered,74070
NMFS AFSC GAP Survey,Mytilus trossulus,Emily Markowtiz,emily.markowitz@noaa.gov,foolish mussel,Encountered,74075
NMFS AFSC GAP Survey,Mytilus edulis,Emily Markowtiz,emily.markowitz@noaa.gov,blue mussel,Encountered,74080
NMFS AFSC GAP Survey,Pectinidae,Emily Markowtiz,emily.markowitz@noaa.gov,scallop unid.,Encountered,74100
NMFS AFSC GAP Survey,Chlamys albida,Emily Markowtiz,emily.markowitz@noaa.gov,white scallop,Encountered,74103
NMFS AFSC GAP Survey,Chlamys sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74104
NMFS AFSC GAP Survey,Chlamys behringiana,Emily Markowtiz,emily.markowitz@noaa.gov,Bering scallop,Encountered,74105
NMFS AFSC GAP Survey,Chlamys rubida,Emily Markowtiz,emily.markowitz@noaa.gov,reddish scallop,Encountered,74106
NMFS AFSC GAP Survey,Chlamys hastata,Emily Markowtiz,emily.markowitz@noaa.gov,spiny scallop,Encountered,74107
NMFS AFSC GAP Survey,Chlamys sp. cf. unalaskae (Clark and McLean),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74108
NMFS AFSC GAP Survey,Patinopecten caurinus,Emily Markowtiz,emily.markowitz@noaa.gov,weathervane scallop,Encountered,74120
NMFS AFSC GAP Survey,Crassadoma gigantea,Emily Markowtiz,emily.markowitz@noaa.gov,giant rock-scallop,Encountered,74130
NMFS AFSC GAP Survey,Tridonta borealis,Emily Markowtiz,emily.markowitz@noaa.gov,boreal Astarte,Encountered,74641
NMFS AFSC GAP Survey,Tridonta elliptica,Emily Markowtiz,emily.markowitz@noaa.gov,elliptical Astarte,Encountered,74643
NMFS AFSC GAP Survey,Astarte compacta,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74645
NMFS AFSC GAP Survey,Tridonta arctica,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74646
NMFS AFSC GAP Survey,Tridonta montagui,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74647
NMFS AFSC GAP Survey,Astarte esquimalti,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74648
NMFS AFSC GAP Survey,Cardita sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74650
NMFS AFSC GAP Survey,Carditidae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74651
NMFS AFSC GAP Survey,Cyclocardia ovata,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74652
NMFS AFSC GAP Survey,Coanicardita ventricosa,Emily Markowtiz,emily.markowitz@noaa.gov,stout Cyclocardia,Encountered,74653
NMFS AFSC GAP Survey,Cyclocardia crassidens,Emily Markowtiz,emily.markowitz@noaa.gov,thick carditid,Encountered,74654
NMFS AFSC GAP Survey,Cyclocardia crebricostata,Emily Markowtiz,emily.markowitz@noaa.gov,many-rib Cyclocardia,Encountered,74655
NMFS AFSC GAP Survey,Cyclocardia sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74656
NMFS AFSC GAP Survey,Cyclocardia umnaka,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74657
NMFS AFSC GAP Survey,Cyclocardia sp. cf. borealis (Clark 2006),Emily Markowtiz,emily.markowitz@noaa.gov,northern carditid,Encountered,74658
NMFS AFSC GAP Survey,Vesicomya pacifica,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74712
NMFS AFSC GAP Survey,Lasaeidae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74801
NMFS AFSC GAP Survey,Kellia suborbicularis,Emily Markowtiz,emily.markowitz@noaa.gov,suborbicular kellyclam,Encountered,74802
NMFS AFSC GAP Survey,Kellia laperousii,Emily Markowtiz,emily.markowitz@noaa.gov,La Perouse kellyclam,Encountered,74803
NMFS AFSC GAP Survey,Conchocele bisecta,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74924
NMFS AFSC GAP Survey,Clinocardium sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74980
NMFS AFSC GAP Survey,NA,Emily Markowtiz,emily.markowitz@noaa.gov,cockle unid.,Encountered,74981
NMFS AFSC GAP Survey,Clinocardium nuttallii,Emily Markowtiz,emily.markowitz@noaa.gov,Nuttall cockle,Encountered,74982
NMFS AFSC GAP Survey,Ciliatocardium ciliatum,Emily Markowtiz,emily.markowitz@noaa.gov,hairy cockle,Encountered,74983
NMFS AFSC GAP Survey,Delectopecten vancouverensis,Emily Markowtiz,emily.markowitz@noaa.gov,Vancouver scallop,Encountered,74171
NMFS AFSC GAP Survey,Parvamussium sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74174
NMFS AFSC GAP Survey,Parvamussium alaskense,Emily Markowtiz,emily.markowitz@noaa.gov,Alaska glass-scallop,Encountered,74175
NMFS AFSC GAP Survey,Cyclopecten sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74176
NMFS AFSC GAP Survey,Cyclopecten davidsoni,Emily Markowtiz,emily.markowitz@noaa.gov,salmon glass-scallop,Encountered,74177
NMFS AFSC GAP Survey,Parvamussium intuscostatum,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74178
NMFS AFSC GAP Survey,Cyclopecten sp. cf. benthalis (Clark and McLean),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74179
NMFS AFSC GAP Survey,Panopea generosa,Emily Markowtiz,emily.markowitz@noaa.gov,Pacific geoduck,Encountered,74301
NMFS AFSC GAP Survey,Hiatella sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74310
NMFS AFSC GAP Survey,Hiatella arctica,Emily Markowtiz,emily.markowitz@noaa.gov,Arctic Hiatella,Encountered,74311
NMFS AFSC GAP Survey,Panomya sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74321
NMFS AFSC GAP Survey,Panomya norvegica,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74322
NMFS AFSC GAP Survey,Panomya ampla,Emily Markowtiz,emily.markowitz@noaa.gov,ample roughmya,Encountered,74323
NMFS AFSC GAP Survey,Solemya sp.,Emily Markowtiz,emily.markowitz@noaa.gov,awning clam,Encountered,74325
NMFS AFSC GAP Survey,Petrasma pervernicosa,Emily Markowtiz,emily.markowitz@noaa.gov,gutless awning clam,Encountered,74326
NMFS AFSC GAP Survey,Nucula sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74332
NMFS AFSC GAP Survey,Pronucula tenuis,Emily Markowtiz,emily.markowitz@noaa.gov,smooth nutclam,Encountered,74333
NMFS AFSC GAP Survey,Acila castrensis,Emily Markowtiz,emily.markowitz@noaa.gov,divaricate nutclam,Encountered,74342
NMFS AFSC GAP Survey,Megayoldia sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74412
NMFS AFSC GAP Survey,Yoldia sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74414
NMFS AFSC GAP Survey,Megayoldia montereyensis,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74415
NMFS AFSC GAP Survey,Yoldia aeolica,Emily Markowtiz,emily.markowitz@noaa.gov,crisscrossed Yoldia,Encountered,74416
NMFS AFSC GAP Survey,Yoldia myalis,Emily Markowtiz,emily.markowitz@noaa.gov,oval Yoldia,Encountered,74417
NMFS AFSC GAP Survey,Megayoldia thraciaeformis,Emily Markowtiz,emily.markowitz@noaa.gov,broad Yoldia,Encountered,74419
NMFS AFSC GAP Survey,Yoldia hyperborea,Emily Markowtiz,emily.markowitz@noaa.gov,northern Yoldia,Encountered,74420
NMFS AFSC GAP Survey,Portlandia sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74421
NMFS AFSC GAP Survey,Yoldiella sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74425
NMFS AFSC GAP Survey,Nuculana sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74435
NMFS AFSC GAP Survey,Nuculana pernula,Emily Markowtiz,emily.markowitz@noaa.gov,stout nutclam,Encountered,74436
NMFS AFSC GAP Survey,Saccella taphria,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74437
NMFS AFSC GAP Survey,Propeleda conceptionis,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74438
NMFS AFSC GAP Survey,Nuculana fossa,Emily Markowtiz,emily.markowitz@noaa.gov,trenched nutclam,Encountered,74439
NMFS AFSC GAP Survey,Limopsis akutanica,Emily Markowtiz,emily.markowitz@noaa.gov,Akutan limops,Encountered,74481
NMFS AFSC GAP Survey,Empleconia vaginata,Emily Markowtiz,emily.markowitz@noaa.gov,vaginated limops,Encountered,74482
NMFS AFSC GAP Survey,Glycymeris septentrionalis,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74485
NMFS AFSC GAP Survey,Samacar sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74490
NMFS AFSC GAP Survey,Lyonsia sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74511
NMFS AFSC GAP Survey,Vilasina seminuda,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74551
NMFS AFSC GAP Survey,Solamen columbianum,Emily Markowtiz,emily.markowitz@noaa.gov,British Columbia crenella,Encountered,74552
NMFS AFSC GAP Survey,Musculus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74560
NMFS AFSC GAP Survey,Musculus niger,Emily Markowtiz,emily.markowitz@noaa.gov,black mussel,Encountered,74561
NMFS AFSC GAP Survey,Musculus discors,Emily Markowtiz,emily.markowitz@noaa.gov,discordant mussel,Encountered,74562
NMFS AFSC GAP Survey,Musculus glacialis,Emily Markowtiz,emily.markowitz@noaa.gov,corrugate mussel,Encountered,74565
NMFS AFSC GAP Survey,Limatula attenuata,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74571
NMFS AFSC GAP Survey,Limatula sp. A (Clark and McLean),Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74572
NMFS AFSC GAP Survey,Astarte crenata,Emily Markowtiz,emily.markowitz@noaa.gov,crenulate Astarte,Encountered,74639
NMFS AFSC GAP Survey,Astarte sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,74640
NMFS AFSC GAP Survey,Tegula pulligo,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72515
NMFS AFSC GAP Survey,Calliostoma canaliculatum,Emily Markowtiz,emily.markowitz@noaa.gov,channeled topsnail,Encountered,72516
NMFS AFSC GAP Survey,Bathybembix bairdii,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72520
NMFS AFSC GAP Survey,Calliotropis carlotta,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72521
NMFS AFSC GAP Survey,Cidarina cidaris,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72525
NMFS AFSC GAP Survey,Lacuna crassior,Emily Markowtiz,emily.markowitz@noaa.gov,thick Lacuna,Encountered,72527
NMFS AFSC GAP Survey,Margarites sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72531
NMFS AFSC GAP Survey,Margarites pupillus,Emily Markowtiz,emily.markowitz@noaa.gov,little margarite,Encountered,72532
NMFS AFSC GAP Survey,Margarites giganteus,Emily Markowtiz,emily.markowitz@noaa.gov,giant margarite,Encountered,72533
NMFS AFSC GAP Survey,Margarites olivaceus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72534
NMFS AFSC GAP Survey,Margarites costalis,Emily Markowtiz,emily.markowitz@noaa.gov,boreal rosy margarite,Encountered,72535
NMFS AFSC GAP Survey,Margarites sp. A (Clark and McLean),Emily Markowtiz,emily.markowitz@noaa.gov,three ribbed margarite,Encountered,72536
NMFS AFSC GAP Survey,Margarites sp. B (Clark and McLean),Emily Markowtiz,emily.markowitz@noaa.gov,tabled margarite,Encountered,72537
NMFS AFSC GAP Survey,Xeniostoma inexpectans,Emily Markowtiz,emily.markowitz@noaa.gov,silvery margarite,Encountered,72538
NMFS AFSC GAP Survey,Margarites helicinus,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72539
NMFS AFSC GAP Survey,Solariella sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,72540
NMFS AFSC GAP Survey,Solariella obscura,Emily Markowtiz,emily.markowitz@noaa.gov,obscure solarelle,Encountered,72541
NMFS AFSC GAP Survey,Solariella micraulax,Emily Markowtiz,emily.markowitz@noaa.gov,fine-groove solarelle,Encountered,72542
