Project Requested,scientific_name,Point of Contact for Submission,Email,Common Name,Survey Type,Phylum,Subphylum,Superclass,Class,Subclass,Infraclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,species,Describer,Taxon
SCAMMIT List,SILICEA,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,,,,,,,,,,,,,,,,SILICEA
SCAMMIT List,Vermiliopsis sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Vermiliopsis,,,,Vermiliopsis sp
SCAMMIT List,Vermiliopsis infundibulum,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Serpulidae,,,Vermiliopsis,,infundibulum,(Philippi 1844),Vermiliopsis infundibulum
SCAMMIT List,Spirorbidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Spirorbidae,,,,,,,Spirorbidae
SCAMMIT List,Circeis sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Spirorbidae,,,Circeis,,,,Circeis sp
SCAMMIT List,Circeis armoricana,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Spirorbidae,,,Circeis,,armoricana,Saint-Joseph 1894,Circeis armoricana
SCAMMIT List,Neodexiospira sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Spirorbidae,,,Neodexiospira,,,,Neodexiospira sp
SCAMMIT List,Neodexiospira brasiliensis,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Spirorbidae,,,Neodexiospira,,brasiliensis,(Grube 1872),Neodexiospira brasiliensis
SCAMMIT List,Neodexiospira pseudocorrugata,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Spirorbidae,,,Neodexiospira,,pseudocorrugata,(Bush 1905),Neodexiospira pseudocorrugata
SCAMMIT List,Pileolaria sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Spirorbidae,,,Pileolaria,,,,Pileolaria sp
SCAMMIT List,Pileolaria (Pileolaria) marginata,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Spirorbidae,,,Pileolaria,(Pileolaria),marginata,Knight-Jones 1978,Pileolaria (Pileolaria) marginata
SCAMMIT List,Protolaeospira sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Spirorbidae,,,Protolaeospira,,,,Protolaeospira sp
SCAMMIT List,Protolaeospira (Protolaeospira) eximia,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Spirorbidae,,,Protolaeospira,(Protolaeospira),eximia,(Bush 1904),Protolaeospira (Protolaeospira) eximia
SCAMMIT List,Protolaeospira (Protolaeospira) triflabellis,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Spirorbidae,,,Protolaeospira,(Protolaeospira),triflabellis,Knight-Jones 1973,Protolaeospira (Protolaeospira) triflabellis
SCAMMIT List,Simplaria sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Spirorbidae,,,Simplaria,,,,Simplaria sp
SCAMMIT List,Simplaria pseudomilitaris,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Spirorbidae,,,Simplaria,,pseudomilitaris,(Thiriot-Quievreux 1965),Simplaria pseudomilitaris
SCAMMIT List,Spirorbis sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Spirorbidae,,,Spirorbis,,,,Spirorbis sp
SCAMMIT List,Spirorbis bifurcatus,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Spirorbidae,,,Spirorbis,,bifurcatus,Knight-Jones 1978,Spirorbis bifurcatus
SCAMMIT List,Siboglinidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Siboglinidae,,,,,,,Siboglinidae
SCAMMIT List,Siboglinum sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Siboglinidae,,,Siboglinum,,,,Siboglinum sp
SCAMMIT List,Siboglinum veleronis,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Sabellida,,,,Siboglinidae,,,Siboglinum,,veleronis,Hartman 1961,Siboglinum veleronis
SCAMMIT List,Spionida,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,,,,,,,,,,,Spionida
SCAMMIT List,Spioniformia,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,,,,,,,,Spioniformia
SCAMMIT List,Aberrantidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Aberrantidae,,,,,,,Aberrantidae
SCAMMIT List,Aberranta sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Aberrantidae,,,Aberranta,,,,Aberranta sp
SCAMMIT List,Aberranta sp SD1,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Aberrantidae,,,Aberranta,,sp SD1,Rowe 2002 §,Aberranta sp SD1
SCAMMIT List,Aberranta sp SD2,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Aberrantidae,,,Aberranta,,sp SD2,Rowe 2004 §,Aberranta sp SD2
SCAMMIT List,Apistobranchidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Apistobranchidae,,,,,,,Apistobranchidae
SCAMMIT List,Apistobranchus sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Apistobranchidae,,,Apistobranchus,,,,Apistobranchus sp
SCAMMIT List,Apistobranchus ornatus,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Apistobranchidae,,,Apistobranchus,,ornatus,Hartman 1965,Apistobranchus ornatus
SCAMMIT List,Longosomatidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Longosomatidae,,,,,,,Longosomatidae
SCAMMIT List,Heterospio sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Longosomatidae,,,Heterospio,,,,Heterospio sp
SCAMMIT List,Heterospio catalinensis,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Longosomatidae,,,Heterospio,,catalinensis,(Hartman 1944),Heterospio catalinensis
SCAMMIT List,Magelonidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Magelonidae,,,,,,,Magelonidae
SCAMMIT List,Magelona sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Magelonidae,,,Magelona,,,,Magelona sp
SCAMMIT List,Magelona berkeleyi,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Magelonidae,,,Magelona,,berkeleyi,Jones 1971,Magelona berkeleyi
SCAMMIT List,Magelona hartmanae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Magelonidae,,,Magelona,,hartmanae,Jones 1978,Magelona hartmanae
SCAMMIT List,Magelona hobsonae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Magelonidae,,,Magelona,,hobsonae,Jones 1978,Magelona hobsonae
SCAMMIT List,Magelona longicornis,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Magelonidae,,,Magelona,,longicornis,Johnson 1901,Magelona longicornis
SCAMMIT List,Magelona pacifica,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Magelonidae,,,Magelona,,pacifica,Monro 1933,Magelona pacifica
SCAMMIT List,Magelona pitelkai,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Magelonidae,,,Magelona,,pitelkai,Hartman 1944,Magelona pitelkai
SCAMMIT List,Magelona riojai,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Magelonidae,,,Magelona,,riojai,Jones 1963,Magelona riojai
SCAMMIT List,Magelona sacculata,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Magelonidae,,,Magelona,,sacculata,Hartman 1961,Magelona sacculata
SCAMMIT List,Magelona sp A,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Magelonidae,,,Magelona,,sp A,SCAMIT 1993 §,Magelona sp A
SCAMMIT List,Magelona sp B,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Magelonidae,,,Magelona,,sp B,Harris & Rowe 2003 §,Magelona sp B
SCAMMIT List,Magelona sp SD10,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Magelonidae,,,Magelona,,sp SD10,Rowe 1996 §,Magelona sp SD10
SCAMMIT List,Poecilochaetidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Poecilochaetidae,,,,,,,Poecilochaetidae
SCAMMIT List,Poecilochaetus sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Poecilochaetidae,,,Poecilochaetus,,,,Poecilochaetus sp
SCAMMIT List,Poecilochaetus johnsoni,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Poecilochaetidae,,,Poecilochaetus,,johnsoni,Hartman 1939,Poecilochaetus johnsoni
SCAMMIT List,Poecilochaetus martini,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Poecilochaetidae,,,Poecilochaetus,,martini,Brantley 2009,Poecilochaetus martini
SCAMMIT List,Spionidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,,,,,Spionidae
SCAMMIT List,Aonides sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Aonides,,,,Aonides sp
SCAMMIT List,Aonides sp SD1,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Aonides,,sp SD1,Langan 2002 §,Aonides sp SD1
SCAMMIT List,Boccardia sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Boccardia,,,,Boccardia sp
SCAMMIT List,Boccardia basilaria,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Boccardia,,basilaria,Hartman 1961,Boccardia basilaria
SCAMMIT List,Boccardia columbiana,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Boccardia,,columbiana,Berkeley 1927,Boccardia columbiana
SCAMMIT List,Boccardia proboscidea,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Boccardia,,proboscidea,Hartman 1940,Boccardia proboscidea
SCAMMIT List,Boccardia pugettensis,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Boccardia,,pugettensis,Blake 1979,Boccardia pugettensis
SCAMMIT List,Boccardiella sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Boccardiella,,,,Boccardiella sp
SCAMMIT List,Boccardiella hamata,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Boccardiella,,hamata,(Webster 1879),Boccardiella hamata
SCAMMIT List,Carazziella sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Carazziella,,,,Carazziella sp
SCAMMIT List,Carazziella sp A,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Carazziella,,sp A,SCAMIT 1995 §,Carazziella sp A
SCAMMIT List,Dipolydora sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Dipolydora,,,,Dipolydora sp
SCAMMIT List,Dipolydora akaina,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Dipolydora,,akaina,Blake 1996,Dipolydora akaina
SCAMMIT List,Dipolydora armata,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Dipolydora,,armata,(Langerhans 1880),Dipolydora armata
SCAMMIT List,Dipolydora cf armata,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Dipolydora,,cf armata,SCAMIT 1983 §,Dipolydora cf armata
SCAMMIT List,Dipolydora barbilla,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Dipolydora,,barbilla,(Blake 1980),Dipolydora barbilla
SCAMMIT List,Dipolydora bidentata,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Dipolydora,,bidentata,(Zachs 1933),Dipolydora bidentata
SCAMMIT List,Dipolydora bifurcata,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Dipolydora,,bifurcata,(Blake 1981),Dipolydora bifurcata
SCAMMIT List,Dipolydora cardalia,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Dipolydora,,cardalia,(Berkeley 1927),Dipolydora cardalia
SCAMMIT List,Dipolydora caulleryi,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Dipolydora,,caulleryi,(Mesnil 1897),Dipolydora caulleryi
SCAMMIT List,Dipolydora commensalis,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Dipolydora,,commensalis,(Andrews 1891),Dipolydora commensalis
SCAMMIT List,Dipolydora elegantissima,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Dipolydora,,elegantissima,(Blake & Woodwick 1972),Dipolydora elegantissima
SCAMMIT List,Dipolydora giardi,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Dipolydora,,giardi,(Mesnil 1896),Dipolydora giardi
SCAMMIT List,Dipolydora socialis,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Dipolydora,,socialis,(Schmarda 1861),Dipolydora socialis
SCAMMIT List,Dispio sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Dispio,,,,Dispio sp
SCAMMIT List,Dispio uncinata,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Dispio,,uncinata,Hartman 1951,Dispio uncinata
SCAMMIT List,Laonice sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Laonice,,,,Laonice sp
SCAMMIT List,Laonice cirrata,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,ANNELIDA,,,Polychaeta,Sedentaria,Canalipalpata,,Spionida,Spioniformia,,,Spionidae,,,Laonice,,cirrata,(M. Sars 1851),Laonice cirrata
