Project Requested,scientific_name,Point of Contact for Submission,Email,Common Name,Survey Type,Family,ScientificNameAuthorship,Notes,TaxonId
InvertEBase Marine Invertebrates of California,Paciocinebrina fraseri,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(I. S. Oldroyd, 1920)",,275497
InvertEBase Marine Invertebrates of California,Paciocinebrina gracillima,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Stearns, 1871)",,180451
InvertEBase Marine Invertebrates of California,Paciocinebrina interfossa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Carpenter, 1864)",,180452
InvertEBase Marine Invertebrates of California,Paciocinebrina lurida,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Middendorff, 1848)",,180454
InvertEBase Marine Invertebrates of California,Paciocinebrina munda,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(P. P. Carpenter, 1864)",,275498
InvertEBase Marine Invertebrates of California,Paciocinebrina sclera,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Dall, 1919)",,232435
InvertEBase Marine Invertebrates of California,Paciocinebrina squamulifera,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(P. P. Carpenter, 1869)",,275499
InvertEBase Marine Invertebrates of California,Phyllonotus regius,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Swainson, 1821)",,232716
InvertEBase Marine Invertebrates of California,Plicopurpura patula,Dean Pentcheff,pentcheff@gmail.com ,widemouth rocksnail,Inventory,MURICIDAE,"(Linnaeus, 1758)",,11687
InvertEBase Marine Invertebrates of California,Pteropurpura centrifuga,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Hinds, 1844)",,121565
InvertEBase Marine Invertebrates of California,Pteropurpura deroyana,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"Berry, 1968",,121566
InvertEBase Marine Invertebrates of California,Pteropurpura erinaceoides,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Valenciennes, 1832)",,141982
InvertEBase Marine Invertebrates of California,Pteropurpura festiva,Dean Pentcheff,pentcheff@gmail.com ,festive murex,Inventory,MURICIDAE,"(Hinds, 1844)",,12827
InvertEBase Marine Invertebrates of California,Pteropurpura macroptera,Dean Pentcheff,pentcheff@gmail.com ,frill-wing murex,Inventory,MURICIDAE,"(Deshayes, 1839)",,12825
InvertEBase Marine Invertebrates of California,Pteropurpura trialata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(G. B. Sowerby II, 1834)",,12826
InvertEBase Marine Invertebrates of California,Pteropurpura vokesae,Dean Pentcheff,pentcheff@gmail.com ,wrinkle-wing murex,Inventory,MURICIDAE,"Emerson, 1964",,12828
InvertEBase Marine Invertebrates of California,Pterynotus alatus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Röding, 1798)",,121581
InvertEBase Marine Invertebrates of California,Rapana bezoar,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Linnaeus, 1767)",,121644
InvertEBase Marine Invertebrates of California,Reishia clavigera,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Küster, 1860)",,121649
InvertEBase Marine Invertebrates of California,Roperia poulsoni,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Carpenter, 1864)",,12846
InvertEBase Marine Invertebrates of California,Scabrotrophon cerritensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Arnold, 1903)",,11748
InvertEBase Marine Invertebrates of California,Scabrotrophon clarki,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"J. H. McLean, 1996",,11749
InvertEBase Marine Invertebrates of California,Scabrotrophon grovesi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"J. H. McLean, 1996",,11750
InvertEBase Marine Invertebrates of California,Scabrotrophon lasius,Dean Pentcheff,pentcheff@gmail.com ,sandpaper trophon,Inventory,MURICIDAE,"(Dall, 1919)",,11751
InvertEBase Marine Invertebrates of California,Scabrotrophon maltzani,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Kobelt and Kuster, 1878)",,11752
InvertEBase Marine Invertebrates of California,Scabrotrophon scitulus,Dean Pentcheff,pentcheff@gmail.com ,spiny trophon,Inventory,MURICIDAE,"(Dall, 1891)",,11753
InvertEBase Marine Invertebrates of California,Scabrotrophon stuarti,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(E. A. Smith, 1880)",,233311
InvertEBase Marine Invertebrates of California,Semiricinula turbinoides,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Blainville, 1832)",,121773
InvertEBase Marine Invertebrates of California,Stramonita biserialis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Blainville, 1832)",,121900
InvertEBase Marine Invertebrates of California,Stramonita canaliculata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Gray, 1839)",,121901
InvertEBase Marine Invertebrates of California,Stramonita haemastoma,Dean Pentcheff,pentcheff@gmail.com ,Florida rocksnail,Inventory,MURICIDAE,"(Linnaeus, 1758)",,11772
InvertEBase Marine Invertebrates of California,Stramonita haemastoma canaliculata,Dean Pentcheff,pentcheff@gmail.com ,Florida rocksnail,Inventory,MURICIDAE,"(J. E. Gray, 1839)",,19414
InvertEBase Marine Invertebrates of California,Thais emarginata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,,,12751
InvertEBase Marine Invertebrates of California,Thais kiosquiformis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Duclos, 1832)",,12755
InvertEBase Marine Invertebrates of California,Thais lamellosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,,,12752
InvertEBase Marine Invertebrates of California,Thais patula,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,pansa ,,176219
InvertEBase Marine Invertebrates of California,Thais speciosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Valenciennes, 1832)",,12762
InvertEBase Marine Invertebrates of California,Trachypollia lugubris,Dean Pentcheff,pentcheff@gmail.com ,dark drupe,Inventory,MURICIDAE,"(C. B. Adams, 1852)",,12876
InvertEBase Marine Invertebrates of California,Tripterotyphis triangularis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(A. Adams, 1856)",,159844
InvertEBase Marine Invertebrates of California,Trophon catalinensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"Oldroyd, 1927",,12804
InvertEBase Marine Invertebrates of California,Trophon cerrosensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"Dall, 1891",,12803
InvertEBase Marine Invertebrates of California,Trophon cerrosensis catalinensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"Oldroyd, 1927",,19701
InvertEBase Marine Invertebrates of California,Trophon cerrosensis cerrosensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"Dall, 1891",,19700
InvertEBase Marine Invertebrates of California,Trophon geversianus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Pallas, 1774)",,122234
InvertEBase Marine Invertebrates of California,Trophonopsis lasius,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Dall, 1919)",,12728
InvertEBase Marine Invertebrates of California,Trophonopsis orpheus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Gould, 1849)",,12729
InvertEBase Marine Invertebrates of California,Trophonopsis scitulus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Dall, 1891)",,12714
InvertEBase Marine Invertebrates of California,Trophonopsis tenuisculptus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,Carpenter,,12730
InvertEBase Marine Invertebrates of California,Tylothais virgata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Dillwyn, 1817)",,159508
InvertEBase Marine Invertebrates of California,Typhisopsis coronatus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Broderip, 1833)",,144863
InvertEBase Marine Invertebrates of California,Urosalpinx cinerea,Dean Pentcheff,pentcheff@gmail.com ,Atlantic oyster drill,Inventory,MURICIDAE,"(Say, 1822)",,12706
InvertEBase Marine Invertebrates of California,Urosalpinx lurida,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Middendorff, 1848)",,12708
InvertEBase Marine Invertebrates of California,Urosalpinx subangulata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Stearns, 1873)",,12712
InvertEBase Marine Invertebrates of California,Vasula deltoidea,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Lamarck, 1822)",,122332
InvertEBase Marine Invertebrates of California,Vasula melones,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Duclos, 1832)",,122333
InvertEBase Marine Invertebrates of California,Vasula speciosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Valenciennes, 1832)",,122334
InvertEBase Marine Invertebrates of California,Vitularia salebrosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(King, 1832)",,122455
InvertEBase Marine Invertebrates of California,Vokesimurex elenensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Dall, 1909)",,122466
InvertEBase Marine Invertebrates of California,Zacatrophon beebei,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MURICIDAE,"(Hertlein & Strong, 1948)",,122528
InvertEBase Marine Invertebrates of California,Mycale adhaerens,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYCALIDAE,"(Lambe, 1894)",,103696
InvertEBase Marine Invertebrates of California,Mycale hispida,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYCALIDAE,"(Lambe, 1893)",,103700
InvertEBase Marine Invertebrates of California,Mycale lingua,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYCALIDAE,"(Bowerbank, 1866)",,103702
InvertEBase Marine Invertebrates of California,Mycale loveni,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYCALIDAE,"(Fristedt, 1887)",,103708
InvertEBase Marine Invertebrates of California,Mycale macginitiei,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYCALIDAE,"de Laubenfels, 1930",,161969
InvertEBase Marine Invertebrates of California,Mycale richardsoni,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYCALIDAE,,,103713
InvertEBase Marine Invertebrates of California,Mycale toporoki,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYCALIDAE,"Koltun, 1958",,103715
InvertEBase Marine Invertebrates of California,Paresperella psila,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYCALIDAE,"de Laubenfels, 1930",,103748
InvertEBase Marine Invertebrates of California,Wilsa hymena,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYCALIDAE,"de Laubenfels, 1930",,103751
InvertEBase Marine Invertebrates of California,Pseudomyicola spinosus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYICOLIDAE,"(Raffaele and Monticelli, 1885)",,51688
InvertEBase Marine Invertebrates of California,Cryptomya californica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYIDAE,"(Conrad, 1837)",,21124
InvertEBase Marine Invertebrates of California,Mya arenaria,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYIDAE,"Linnaeus, 1758",,21125
InvertEBase Marine Invertebrates of California,Mya truncata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYIDAE,"Linnaeus, 1758",,21127
InvertEBase Marine Invertebrates of California,Platyodon cancellatus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYIDAE,"(Conrad, 1837)",,21133
InvertEBase Marine Invertebrates of California,Sphenia fragilis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYIDAE,"(H. Adams & A. Adams, 1854)",,143255
InvertEBase Marine Invertebrates of California,Sphenia luticola,Dean Pentcheff,pentcheff@gmail.com ,Pacific sphenia,Inventory,MYIDAE,"(Valenciennes, 1846)",,21137
InvertEBase Marine Invertebrates of California,Sphenia ovoidea,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYIDAE,"Carpenter, 1864",,21138
InvertEBase Marine Invertebrates of California,Myriozoum coarctatum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYRIAPORIDAE,,,112163
InvertEBase Marine Invertebrates of California,Myriotrochus giganteus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYRIOTROCHIDAE,"Clark, 1920",,26697
InvertEBase Marine Invertebrates of California,Hermissenda crassicornis,Dean Pentcheff,pentcheff@gmail.com ,hermissenda,Inventory,MYRRHINIDAE,"(Eschscholtz, 1831)",,15259
InvertEBase Marine Invertebrates of California,Hermissenda opalescens,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYRRHINIDAE,"(J. G. Cooper, 1863)",,148385
InvertEBase Marine Invertebrates of California,Acanthomysis bowmani,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"Modlin and Orsi, 1997",,39132
InvertEBase Marine Invertebrates of California,Acanthomysis californica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"Murano and Chess, 1987",,40629
InvertEBase Marine Invertebrates of California,Acanthomysis hwanhaiensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"Ii, 1964",,40606
InvertEBase Marine Invertebrates of California,Alienacanthomysis macropsis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"(W. M. Tattersall, 1932)",,41026
InvertEBase Marine Invertebrates of California,Amathimysis trigibba,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"Murano and Chess, 1987",,41036
InvertEBase Marine Invertebrates of California,Archaeomysis grebnitzkii,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"Czerniavsky, 1882",,40641
InvertEBase Marine Invertebrates of California,Boreomysis arctica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"(Krøyer, 1861)",,40649
InvertEBase Marine Invertebrates of California,Boreomysis californica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"Ortmann, 1894",,40644
InvertEBase Marine Invertebrates of California,Boreomysis inermis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"(Willemoes-Suhm, 1874)",,40645
InvertEBase Marine Invertebrates of California,Bowmaniella banneri,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"Bacescu, 1968",,40969
InvertEBase Marine Invertebrates of California,Caesaromysis hispida,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"Ortmann, 1893",,40682
InvertEBase Marine Invertebrates of California,Coifmanniella johnsoni,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"(Tattersall, 1937)",,244569
InvertEBase Marine Invertebrates of California,Columbiaemysis ignota,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"Holmquist, 1982",,38982
InvertEBase Marine Invertebrates of California,Deltamysis holmquistae,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"Bowman and Orsi, 1992",,38984
InvertEBase Marine Invertebrates of California,Exacanthomysis davisi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"(A. H. Banner, 1948)",,40584
InvertEBase Marine Invertebrates of California,Heteromysis odontops,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"A. O. Walker, 1898",,40693
InvertEBase Marine Invertebrates of California,Hippacanthomysis platypoda,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"Murano and Chess, 1987",,38988
InvertEBase Marine Invertebrates of California,Holmesiella anomala,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"Ortmann, 1908",,40740
InvertEBase Marine Invertebrates of California,Holmesimysis costata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"(Holmes, 1900)",,40597
InvertEBase Marine Invertebrates of California,Holmesimysis sculpta,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"(W. M. Tattersall, 1933)",,40594
InvertEBase Marine Invertebrates of California,Hyperacanthomysis longirostris,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"(Ii, 1936)",,38989
InvertEBase Marine Invertebrates of California,Metamysidopsis elongata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"(Holmes, 1900)",,41323
InvertEBase Marine Invertebrates of California,Mysidella americana,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"A. H. Banner, 1948",,40754
InvertEBase Marine Invertebrates of California,Mysidopsis californica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"W. M. Tattersall, 1932",,40853
InvertEBase Marine Invertebrates of California,Mysidopsis intii,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"Holmquist, 1957",,40867
InvertEBase Marine Invertebrates of California,Neomysis kadiakensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"Ortmann, 1908",,40775
InvertEBase Marine Invertebrates of California,Neomysis mercedis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"Holmes, 1897",,40776
InvertEBase Marine Invertebrates of California,Neomysis rayii,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"(Murdoch, 1885)",,40778
InvertEBase Marine Invertebrates of California,Pacifacanthomysis nephrophthalma,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"(A. H. Banner, 1948)",,40590
InvertEBase Marine Invertebrates of California,Pseudomma truncatum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"S. I. Smith, 1879",,40812
InvertEBase Marine Invertebrates of California,Siriella pacifica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"Holmes, 1900",,40912
InvertEBase Marine Invertebrates of California,Siriella thompsonii,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"(H. Milne Edwards, 1837)",,38993
InvertEBase Marine Invertebrates of California,Telacanthomysis columbiae,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYSIDAE,"(W. M. Tattersall, 1933)",,38994
InvertEBase Marine Invertebrates of California,Mytilicola orientalis,Dean Pentcheff,pentcheff@gmail.com ,oyster redworm,Inventory,MYTILICOLIDAE,"Mori, 1935",,51690
InvertEBase Marine Invertebrates of California,Adula californiensis,Dean Pentcheff,pentcheff@gmail.com ,California datemussel,Inventory,MYTILIDAE,"(Philippi, 1847)",,15669
InvertEBase Marine Invertebrates of California,Adula diegensis,Dean Pentcheff,pentcheff@gmail.com ,San Diego datemussel,Inventory,MYTILIDAE,"(Dall, 1911)",,15670
InvertEBase Marine Invertebrates of California,Adula falcata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYTILIDAE,"(Gould, 1851)",,15671
InvertEBase Marine Invertebrates of California,Adula falcatoides,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYTILIDAE,"Habe, 1955",,151943
InvertEBase Marine Invertebrates of California,Adula gruneri,Dean Pentcheff,pentcheff@gmail.com ,curved datemussel,Inventory,MYTILIDAE,"(Philippi, 1851)",,11323
InvertEBase Marine Invertebrates of California,Amygdalum arborescens,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYTILIDAE,"(Fischer von Waldheim, 1807)",,123629
InvertEBase Marine Invertebrates of California,Amygdalum pallidulum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYTILIDAE,"(Dall, 1916)",,15668
InvertEBase Marine Invertebrates of California,Amygdalum papyrium,Dean Pentcheff,pentcheff@gmail.com ,Atlantic papermussel,Inventory,MYTILIDAE,"(Conrad, 1846)",,15664
InvertEBase Marine Invertebrates of California,Amygdalum politum,Dean Pentcheff,pentcheff@gmail.com ,polished papermussel,Inventory,MYTILIDAE,"(A. E. Verrill and S. Smith, 1880)",,15667
InvertEBase Marine Invertebrates of California,Arcuatula senhousia,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYTILIDAE,"(Benson, 1842)",,127107
InvertEBase Marine Invertebrates of California,Aulacomya atra,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,MYTILIDAE,"(Molina, 1782)",,116429
InvertEBase Marine Invertebrates of California,Brachidontes adamsianus,Dean Pentcheff,pentcheff@gmail.com ,Adams mussel,Inventory,MYTILIDAE,"(Dunker, 1857)",,15661
InvertEBase Marine Invertebrates of California,Brachidontes exustus,Dean Pentcheff,pentcheff@gmail.com ,scorched mussel,Inventory,MYTILIDAE,"(Linnaeus, 1758)",,15655
