Scientific.Name	row_ids	AphiaID	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	taxonomicStatus	modified	bibliographicCitation	references	identifier	title	datasetID.y	Accepted_AphiaID	parent_AphiaID	speciesNOsubgenus	parent_NCBI	accepted_NCBI	subtree_identifier_taxIDs	subtree_accepted_taxIDs	linear_noClaim_verified_directHits	circular_complete_verified_directHits	linear_noClaim_unverified_directHits	linear_complete_verified_directHits	circular_noClaim_unverified_directHits	circular_noClaim_verified_directHits	circular_claimComplete_verified_directHits	linear_claimComplete_verified_directHits	circular_complete_unverified_directHits	linear_complete_unverified_directHits	linear_noClaim_verified_subTreeHits	circular_complete_verified_subTreeHits	linear_noClaim_unverified_subTreeHits	linear_complete_verified_subTreeHits	circular_noClaim_unverified_subTreeHits	circular_noClaim_verified_subTreeHits	circular_claimComplete_verified_subTreeHits	linear_claimComplete_verified_subTreeHits	circular_complete_unverified_subTreeHits	linear_complete_unverified_subTreeHits	high_potential_sra_directHits	high_potential_sra_subTreeHits	other_potential_sra_directHits	other_potential_sra_subTreeHits	NCBI_identifier_kingdom	NCBI_identifier_phylum	NCBI_identifier_class	NCBI_identifier_order	NCBI_identifier_family	NCBI_identifier_genus	NCBI_identifier_species	NCBI_accepted_kingdom	NCBI_accepted_phylum	NCBI_accepted_class	NCBI_accepted_order	NCBI_accepted_family	NCBI_accepted_genus	NCBI_accepted_species
SEBASTES EMPHAEUS	R08268;R09605;R10062;R15424;R18859;R18886	274789	urn:lsid:marinespecies.org:taxname:274789	urn:lsid:marinespecies.org:taxname:274789	urn:lsid:marinespecies.org:taxname:274789	urn:lsid:marinespecies.org:taxname:126175	Sebastes emphaeus	Sebastes emphaeus	Sebastes	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	emphaeus	NA	Species	(Starks, 1911)	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes emphaeus (Starks, 1911). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274789	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274789	NCBI:txid72071	To GenBank (162 nucleotides; 31 proteins)	ncbi	274789	126175	Sebastes emphaeus	NCBI:txid34820	NCBI:txid72071	NCBI:txid72071	NCBI:txid72071	NA	2___17341-17341___NC_082816.1;OR482574.1___Sebastes emphaeus (NCBI:txid72071)	NA	NA	NA	NA	NA	NA	NA	NA	NA	2___17341-17341___NC_082816.1;OR482574.1___Sebastes emphaeus (NCBI:txid72071)	NA	NA	NA	NA	NA	NA	NA	NA	SRR21843911	SRR21843911	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes emphaeus	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes emphaeus
SEBASTES ENSIFER	R07417;R07914;R08386;R09609;R15425	274790	urn:lsid:marinespecies.org:taxname:274790	urn:lsid:marinespecies.org:taxname:274790	urn:lsid:marinespecies.org:taxname:274790	urn:lsid:marinespecies.org:taxname:126175	Sebastes ensifer	Sebastes ensifer	Sebastes	Chen, L.-C. (1971). Systematics, variation, distribution, and biology of the rockfishes of the subgenus Sebastomus (Pisces, Scorpaenidae, Sebastes). <em>Bull. Scripps Inst. Oceanogr. Univ. Calif.</em> (18). 115 p.	1971	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	ensifer	NA	Species	Chen, 1971	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes ensifer Chen, 1971. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274790	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274790	NCBI:txid72072	To GenBank (52142 nucleotides; 118 proteins)	ncbi	274790	126175	Sebastes ensifer	NCBI:txid34820	NCBI:txid72072	NCBI:txid72072	NCBI:txid72072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERR5241714	ERR5241714	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes ensifer	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes ensifer
SEBASTES ENTOMELAS	R07915;R08171;R08260;R08885;R09570;R10063;R10901;R13504;R15426;R18147;R18644	274791	urn:lsid:marinespecies.org:taxname:274791	urn:lsid:marinespecies.org:taxname:274791	urn:lsid:marinespecies.org:taxname:274791	urn:lsid:marinespecies.org:taxname:126175	Sebastes entomelas	Sebastes entomelas	Sebastes	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	entomelas	NA	Species	(Jordan & Gilbert, 1880)	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes entomelas (Jordan & Gilbert, 1880). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274791	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274791	NCBI:txid72073	To GenBank (35991 nucleotides; 608 proteins)	ncbi	274791	126175	Sebastes entomelas	NCBI:txid34820	NCBI:txid72073	NCBI:txid72073	NCBI:txid72073	NA	6___17063-17064___OR641520.1;OR641519.1;OR641518.1;OR641517.1;NC_082761.1;OR482515.1___Sebastes entomelas (NCBI:txid72073)	NA	NA	NA	NA	NA	NA	NA	NA	NA	6___17063-17064___OR641520.1;OR641519.1;OR641518.1;OR641517.1;NC_082761.1;OR482515.1___Sebastes entomelas (NCBI:txid72073)	NA	NA	NA	NA	NA	NA	NA	NA	SRR21843918;ERR5241715;ERR5241716;ERR5241111;ERR5241112;ERR5241113;ERR5241114;ERR5241115	SRR21843918;ERR5241715;ERR5241716;ERR5241111;ERR5241112;ERR5241113;ERR5241114;ERR5241115	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes entomelas	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes entomelas
SEBASTES EOS	R07418;R08398;R09610;R15427	274792	urn:lsid:marinespecies.org:taxname:274792	urn:lsid:marinespecies.org:taxname:274792	urn:lsid:marinespecies.org:taxname:274792	urn:lsid:marinespecies.org:taxname:126175	Sebastes eos	Sebastes eos	Sebastes	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	eos	NA	Species	(Eigenmann & Eigenmann, 1890)	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes eos (Eigenmann & Eigenmann, 1890). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274792	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274792	NCBI:txid72074	To GenBank (21 nucleotides; 26 proteins)	ncbi	274792	126175	Sebastes eos	NCBI:txid34820	NCBI:txid72074	NCBI:txid72074	NCBI:txid72074	1___16568-16568___OP035269.2___Sebastes eos (NCBI:txid72074)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1___16568-16568___OP035269.2___Sebastes eos (NCBI:txid72074)	NA	NA	NA	NA	NA	NA	NA	NA	NA	SRR18254462	SRR18254462	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes eos	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes eos
SEBASTES FLAVIDUS	R07916;R08177;R08219;R08832;R08886;R09571;R10064;R10332;R10902;R15428;R18546;R18645	274795	urn:lsid:marinespecies.org:taxname:274795	urn:lsid:marinespecies.org:taxname:274795	urn:lsid:marinespecies.org:taxname:274795	urn:lsid:marinespecies.org:taxname:126175	Sebastes flavidus	Sebastes flavidus	Sebastes	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	flavidus	NA	Species	(Ayres, 1862)	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes flavidus (Ayres, 1862). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274795	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274795	NCBI:txid72076	To GenBank (41630 nucleotides; 294 proteins)	ncbi	274795	126175	Sebastes flavidus	NCBI:txid34820	NCBI:txid72076	NCBI:txid72076	NCBI:txid72076	NA	7___17061-17063___OR641525.1;OR641524.1;OR641523.1;OR641522.1;OR641521.1;NC_082767.1;OR482521.1___Sebastes flavidus (NCBI:txid72076)	NA	NA	NA	NA	NA	NA	NA	NA	NA	7___17061-17063___OR641525.1;OR641524.1;OR641523.1;OR641522.1;OR641521.1;NC_082767.1;OR482521.1___Sebastes flavidus (NCBI:txid72076)	NA	NA	NA	NA	NA	NA	NA	NA	SRR21844248;ERR5241719	SRR21844248;ERR5241719	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes flavidus	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes flavidus
SEBASTES GILLI	R07917;R08402;R09611;R15429	274796	urn:lsid:marinespecies.org:taxname:274796	urn:lsid:marinespecies.org:taxname:274796	urn:lsid:marinespecies.org:taxname:274796	urn:lsid:marinespecies.org:taxname:126175	Sebastes gilli	Sebastes gilli	Sebastes	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	gilli	NA	Species	(Eigenmann, 1891)	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes gilli (Eigenmann, 1891). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274796	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274796	NCBI:txid72077	To GenBank (10 nucleotides; 4 proteins)	ncbi	274796	126175	Sebastes gilli	NCBI:txid34820	NCBI:txid72077	NCBI:txid72077	NCBI:txid72077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes gilli	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes gilli
SEBASTES GOODEI	R07419;R07918;R08100;R08275;R08833;R08887;R09572;R10065;R15430;R19034	274798	urn:lsid:marinespecies.org:taxname:274798	urn:lsid:marinespecies.org:taxname:274798	urn:lsid:marinespecies.org:taxname:274798	urn:lsid:marinespecies.org:taxname:126175	Sebastes goodei	Sebastes goodei	Sebastes	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	goodei	NA	Species	(Eigenmann & Eigenmann, 1890)	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes goodei (Eigenmann & Eigenmann, 1890). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274798	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274798	NCBI:txid72078	To GenBank (68018 nucleotides; 258 proteins)	ncbi	274798	126175	Sebastes goodei	NCBI:txid34820	NCBI:txid72078	NCBI:txid72078	NCBI:txid72078	NA	4___17046-17059___OR641527.1;OR641526.1;NC_082764.1;OR482518.1___Sebastes goodei (NCBI:txid72078)	NA	NA	NA	NA	NA	NA	NA	NA	NA	4___17046-17059___OR641527.1;OR641526.1;NC_082764.1;OR482518.1___Sebastes goodei (NCBI:txid72078)	NA	NA	NA	NA	NA	NA	NA	NA	SRR21843913;ERR5241721	SRR21843913;ERR5241721	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes goodei	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes goodei
SEBASTES HELVOMACULATUS	R07420;R07919;R08375;R08834;R08888;R09612;R15431	274799	urn:lsid:marinespecies.org:taxname:274799	urn:lsid:marinespecies.org:taxname:274799	urn:lsid:marinespecies.org:taxname:274799	urn:lsid:marinespecies.org:taxname:126175	Sebastes helvomaculatus	Sebastes helvomaculatus	Sebastes	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	helvomaculatus	NA	Species	Ayres, 1859	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes helvomaculatus Ayres, 1859. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274799	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274799	NCBI:txid72079	To GenBank (48740 nucleotides; 84 proteins)	ncbi	274799	126175	Sebastes helvomaculatus	NCBI:txid34820	NCBI:txid72079	NCBI:txid72079	NCBI:txid72079	NA	5___17060-17063___OR641529.1;OR641528.1;NC_082775.1;OP035093.1;OR482529.1___Sebastes helvomaculatus (NCBI:txid72079)	NA	NA	NA	NA	NA	NA	NA	NA	NA	5___17060-17063___OR641529.1;OR641528.1;NC_082775.1;OP035093.1;OR482529.1___Sebastes helvomaculatus (NCBI:txid72079)	NA	NA	NA	NA	NA	NA	NA	NA	SRR21844240;SRR18254458;ERR5241722	SRR21844240;SRR18254458;ERR5241722	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes helvomaculatus	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes helvomaculatus
SEBASTES HOPKINSI	R07421;R07920;R08151;R08383;R09573;R10066;R10903;R13505;R15432;R18650	274800	urn:lsid:marinespecies.org:taxname:274800	urn:lsid:marinespecies.org:taxname:274800	urn:lsid:marinespecies.org:taxname:274800	urn:lsid:marinespecies.org:taxname:126175	Sebastes hopkinsi	Sebastes hopkinsi	Sebastes	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	hopkinsi	NA	Species	(Cramer, 1895)	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes hopkinsi (Cramer, 1895). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274800	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274800	NCBI:txid72080	To GenBank (83858 nucleotides; 55 proteins)	ncbi	274800	126175	Sebastes hopkinsi	NCBI:txid34820	NCBI:txid72080	NCBI:txid72080	NCBI:txid72080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes hopkinsi	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes hopkinsi
SEBASTES JORDANI	R07422;R07921;R08354;R08835;R08889;R09565;R10067;R13506;R15433;R19040	274806	urn:lsid:marinespecies.org:taxname:274806	urn:lsid:marinespecies.org:taxname:274806	urn:lsid:marinespecies.org:taxname:274806	urn:lsid:marinespecies.org:taxname:126175	Sebastes jordani	Sebastes jordani	Sebastes	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	jordani	NA	Species	(Gilbert, 1896)	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes jordani (Gilbert, 1896). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274806	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274806	NCBI:txid72081	To GenBank (41862 nucleotides; 122 proteins)	ncbi	274806	126175	Sebastes jordani	NCBI:txid34820	NCBI:txid72081	NCBI:txid72081	NCBI:txid72081	NA	3___16787-16788___NC_085188.1;OR641531.1;OR641530.1___Sebastes jordani (NCBI:txid72081)	NA	NA	NA	NA	NA	NA	NA	NA	NA	3___16787-16788___NC_085188.1;OR641531.1;OR641530.1___Sebastes jordani (NCBI:txid72081)	NA	NA	NA	NA	NA	NA	NA	NA	ERR5241728	ERR5241728	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes jordani	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes jordani
SEBASTES LENTIGINOSUS	R07423;R08108;R08401;R09613	274811	urn:lsid:marinespecies.org:taxname:274811	urn:lsid:marinespecies.org:taxname:274811	urn:lsid:marinespecies.org:taxname:274811	urn:lsid:marinespecies.org:taxname:126175	Sebastes lentiginosus	Sebastes lentiginosus	Sebastes	Chen, L.-C. (1971). Systematics, variation, distribution, and biology of the rockfishes of the subgenus Sebastomus (Pisces, Scorpaenidae, Sebastes). <em>Bull. Scripps Inst. Oceanogr. Univ. Calif.</em> (18). 115 p.	1971	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	lentiginosus	NA	Species	Chen, 1971	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes lentiginosus Chen, 1971. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274811	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274811	NCBI:txid72082	To GenBank (16 nucleotides; 8 proteins)	ncbi	274811	126175	Sebastes lentiginosus	NCBI:txid34820	NCBI:txid72082	NCBI:txid72082	NCBI:txid72082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes lentiginosus	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes lentiginosus
SEBASTES LEVIS	R07424;R07922;R08371;R09614;R10068;R13431;R13507;R15434	274812	urn:lsid:marinespecies.org:taxname:274812	urn:lsid:marinespecies.org:taxname:274812	urn:lsid:marinespecies.org:taxname:274812	urn:lsid:marinespecies.org:taxname:126175	Sebastes levis	Sebastes levis	Sebastes	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	levis	NA	Species	(Eigenmann & Eigenmann, 1889)	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes levis (Eigenmann & Eigenmann, 1889). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274812	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274812	NCBI:txid72083	To GenBank (35983 nucleotides; 12 proteins)	ncbi	274812	126175	Sebastes levis	NCBI:txid34820	NCBI:txid72083	NCBI:txid72083	NCBI:txid72083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERR5241732	ERR5241732	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes levis	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes levis
SEBASTES MACDONALDI	R07425;R07923;R08400;R09615;R15435	274814	urn:lsid:marinespecies.org:taxname:274814	urn:lsid:marinespecies.org:taxname:274814	urn:lsid:marinespecies.org:taxname:274814	urn:lsid:marinespecies.org:taxname:126175	Sebastes macdonaldi	Sebastes macdonaldi	Sebastes	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	macdonaldi	NA	Species	(Eigenmann & Beeson, 1893)	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes macdonaldi (Eigenmann & Beeson, 1893). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274814	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274814	NCBI:txid394693	To GenBank (18 nucleotides; 21 proteins)	ncbi	274814	126175	Sebastes macdonaldi	NCBI:txid34820	NCBI:txid394693	NCBI:txid394693	NCBI:txid394693	NA	1___17332-17332___OP035284.1___Sebastes macdonaldi (NCBI:txid394693)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1___17332-17332___OP035284.1___Sebastes macdonaldi (NCBI:txid394693)	NA	NA	NA	NA	NA	NA	NA	NA	SRR18254463	SRR18254463	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes macdonaldi	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes macdonaldi
SEBASTES MALIGER	R08136;R08272;R09595;R15436;R18655;R18860;R18883	274815	urn:lsid:marinespecies.org:taxname:274815	urn:lsid:marinespecies.org:taxname:274815	urn:lsid:marinespecies.org:taxname:274815	urn:lsid:marinespecies.org:taxname:126175	Sebastes maliger	Sebastes maliger	Sebastes	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	maliger	NA	Species	(Jordan & Gilbert, 1880)	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes maliger (Jordan & Gilbert, 1880). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274815	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274815	NCBI:txid72084	To GenBank (93946 nucleotides; 1304 proteins)	ncbi	274815	126175	Sebastes maliger	NCBI:txid34820	NCBI:txid72084	NCBI:txid72084	NCBI:txid72084	NA	8___16403-17307___OR641536.1;OR641535.1;OR641534.1;OR641533.1;OR641532.1;OP035060.1;NC_056782.1;MW846222.1___Sebastes maliger (NCBI:txid72084)	NA	NA	NA	NA	NA	NA	NA	NA	NA	8___16403-17307___OR641536.1;OR641535.1;OR641534.1;OR641533.1;OR641532.1;OP035060.1;NC_056782.1;MW846222.1___Sebastes maliger (NCBI:txid72084)	NA	NA	NA	NA	NA	NA	NA	NA	SRR18254464;SRR15573079;ERR5241733;ERR5241734	SRR18254464;SRR15573079;ERR5241733;ERR5241734	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes maliger	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes maliger
SEBASTES MELANOPS	R08087;R08200;R09574;R10069;R10333;R10904;R15437;R18547;R18657;R18749;R18876;R19038	274817	urn:lsid:marinespecies.org:taxname:274817	urn:lsid:marinespecies.org:taxname:274817	urn:lsid:marinespecies.org:taxname:274817	urn:lsid:marinespecies.org:taxname:126175	Sebastes melanops	Sebastes melanops	Sebastes	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	melanops	NA	Species	Girard, 1856	accepted	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes melanops Girard, 1856. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=274817	https://www.marinespecies.org/aphia.php?p=taxdetails&id=274817	NCBI:txid72085	To GenBank (56570 nucleotides; 200 proteins)	ncbi	274817	126175	Sebastes melanops	NCBI:txid34820	NCBI:txid72085	NCBI:txid72085	NCBI:txid72085	NA	3___16405-17338___OR482534.1;NC_060710.1;OK048741.1___Sebastes melanops (NCBI:txid72085)	NA	NA	NA	NA	NA	NA	NA	NA	NA	3___16405-17338___OR482534.1;NC_060710.1;OK048741.1___Sebastes melanops (NCBI:txid72085)	NA	NA	NA	NA	NA	NA	NA	NA	SRR21844232;SRR15573082;ERR5241736	SRR21844232;SRR15573082;ERR5241736	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes melanops	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes melanops
SEBASTES MELANOSTICHTUS	R15438	1015496	urn:lsid:marinespecies.org:taxname:1015496	urn:lsid:marinespecies.org:taxname:1015496	urn:lsid:marinespecies.org:taxname:1015496	urn:lsid:marinespecies.org:taxname:126175	Sebastes melanostictus	Sebastes melanostictus	Sebastes	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	melanostictus	NA	Species	(Matsubara, 1934)	accepted	2022-03-02	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes melanostictus (Matsubara, 1934). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1015496	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1015496	NCBI:txid394695	To GenBank (16 nucleotides; 48 proteins)	ncbi	1015496	126175	Sebastes melanostictus	NCBI:txid34820	NCBI:txid394695	NCBI:txid394695	NCBI:txid394695	NA	3___16977-17038___NC_056778.1;MH378781.1;MH378780.1___Sebastes melanostictus (NCBI:txid394695)	NA	NA	NA	NA	NA	NA	NA	NA	NA	3___16977-17038___NC_056778.1;MH378781.1;MH378780.1___Sebastes melanostictus (NCBI:txid394695)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes melanostictus	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes melanostictus
SEBASTES MELANOSTICTUS	R08357;R08890	1015496	urn:lsid:marinespecies.org:taxname:1015496	urn:lsid:marinespecies.org:taxname:1015496	urn:lsid:marinespecies.org:taxname:1015496	urn:lsid:marinespecies.org:taxname:126175	Sebastes melanostictus	Sebastes melanostictus	Sebastes	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Sebastidae	Sebastes	NA	melanostictus	NA	Species	(Matsubara, 1934)	accepted	2022-03-02	Froese, R. and D. Pauly. Editors. (2024). FishBase. Sebastes melanostictus (Matsubara, 1934). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1015496	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1015496	NCBI:txid394695	To GenBank (16 nucleotides; 48 proteins)	ncbi	1015496	126175	Sebastes melanostictus	NCBI:txid34820	NCBI:txid394695	NCBI:txid394695	NCBI:txid394695	NA	3___16977-17038___NC_056778.1;MH378781.1;MH378780.1___Sebastes melanostictus (NCBI:txid394695)	NA	NA	NA	NA	NA	NA	NA	NA	NA	3___16977-17038___NC_056778.1;MH378781.1;MH378780.1___Sebastes melanostictus (NCBI:txid394695)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes melanostictus	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes melanostictus
